OrderItemID,OrderID,MenuItemID,Quantity,PriceEach,LineTotal
871,356,4,1,5.25,5.25
872,357,2,1,4.5,4.5
873,358,9,1,7.0,7.0
874,359,10,1,4.75,4.75
875,359,5,1,4.0,4.0
876,359,8,1,6.5,6.5
877,359,3,1,4.25,4.25
878,360,1,1,3.0,3.0
879,360,9,1,7.0,7.0
880,361,7,1,3.25,3.25
881,361,3,1,4.25,4.25
882,361,8,1,6.5,6.5
883,362,4,1,5.25,5.25
884,363,10,1,4.75,4.75
885,363,5,1,4.0,4.0
886,363,3,1,4.25,4.25
887,364,10,1,4.75,4.75
888,364,6,1,2.75,2.75
889,364,6,1,2.75,2.75
890,364,3,1,4.25,4.25
891,365,6,1,2.75,2.75
892,365,7,1,3.25,3.25
893,365,5,1,4.0,4.0
894,366,2,1,4.5,4.5
895,366,5,1,4.0,4.0
896,367,3,1,4.25,4.25
897,367,3,1,4.25,4.25
898,368,3,1,4.25,4.25
899,368,9,1,7.0,7.0
900,368,9,1,7.0,7.0
901,368,6,1,2.75,2.75
902,369,2,1,4.5,4.5
903,369,3,1,4.25,4.25
904,369,1,1,3.0,3.0
905,369,4,1,5.25,5.25
906,370,6,1,2.75,2.75
907,370,5,1,4.0,4.0
908,370,6,1,2.75,2.75
909,370,6,1,2.75,2.75
910,371,10,1,4.75,4.75
911,371,4,1,5.25,5.25
912,371,10,1,4.75,4.75
913,372,6,1,2.75,2.75
914,372,6,1,2.75,2.75
915,372,9,1,7.0,7.0
916,373,10,1,4.75,4.75
917,373,5,1,4.0,4.0
918,373,8,1,6.5,6.5
919,373,3,1,4.25,4.25
920,374,2,1,4.5,4.5
921,375,5,1,4.0,4.0
922,375,5,1,4.0,4.0
923,375,10,1,4.75,4.75
924,376,10,1,4.75,4.75
925,376,9,1,7.0,7.0
926,376,8,1,6.5,6.5
927,377,4,1,5.25,5.25
928,377,5,1,4.0,4.0
929,378,3,1,4.25,4.25
930,378,7,1,3.25,3.25
931,379,1,1,3.0,3.0
932,380,5,1,4.0,4.0
933,381,4,1,5.25,5.25
934,381,4,1,5.25,5.25
935,381,5,1,4.0,4.0
936,382,1,1,3.0,3.0
937,382,1,1,3.0,3.0
938,383,3,1,4.25,4.25
939,383,9,1,7.0,7.0
940,383,3,1,4.25,4.25
941,383,10,1,4.75,4.75
942,384,6,1,2.75,2.75
943,384,8,1,6.5,6.5
944,384,9,1,7.0,7.0
945,385,7,1,3.25,3.25
946,385,5,1,4.0,4.0
947,385,3,1,4.25,4.25
948,386,8,1,6.5,6.5
949,386,5,1,4.0,4.0
950,386,1,1,3.0,3.0
951,386,7,1,3.25,3.25
952,387,4,1,5.25,5.25
953,387,7,1,3.25,3.25
954,387,9,1,7.0,7.0
955,388,4,1,5.25,5.25
956,388,5,1,4.0,4.0
957,388,2,1,4.5,4.5
958,388,7,1,3.25,3.25
959,389,9,1,7.0,7.0
960,389,5,1,4.0,4.0
961,389,7,1,3.25,3.25
962,390,10,1,4.75,4.75
963,390,8,1,6.5,6.5
964,390,4,1,5.25,5.25
965,391,3,1,4.25,4.25
966,391,8,1,6.5,6.5
967,391,1,1,3.0,3.0
968,392,4,1,5.25,5.25
969,392,6,1,2.75,2.75
970,392,7,1,3.25,3.25
971,392,5,1,4.0,4.0
972,393,2,1,4.5,4.5
973,393,3,1,4.25,4.25
974,393,1,1,3.0,3.0
975,394,4,1,5.25,5.25
976,394,5,1,4.0,4.0
977,395,8,1,6.5,6.5
978,395,4,1,5.25,5.25
979,395,1,1,3.0,3.0
980,395,4,1,5.25,5.25
981,396,7,1,3.25,3.25
982,396,5,1,4.0,4.0
983,396,6,1,2.75,2.75
984,396,3,1,4.25,4.25
985,397,8,1,6.5,6.5
986,397,5,1,4.0,4.0
987,397,4,1,5.25,5.25
988,398,1,1,3.0,3.0
989,398,3,1,4.25,4.25
990,398,5,1,4.0,4.0
991,399,1,1,3.0,3.0
992,400,2,1,4.5,4.5
993,400,4,1,5.25,5.25
994,400,3,1,4.25,4.25
995,401,1,1,3.0,3.0
996,402,8,1,6.5,6.5
997,402,4,1,5.25,5.25
998,403,7,1,3.25,3.25
999,404,8,1,6.5,6.5
1000,405,9,1,7.0,7.0
1001,405,6,1,2.75,2.75
1002,406,2,1,4.5,4.5
1003,406,9,1,7.0,7.0
1004,407,8,1,6.5,6.5
1005,407,1,1,3.0,3.0
1006,407,9,1,7.0,7.0
1007,408,9,1,7.0,7.0
1008,409,10,1,4.75,4.75
1009,409,5,1,4.0,4.0
1010,410,2,1,4.5,4.5
1011,411,4,1,5.25,5.25
1012,412,10,1,4.75,4.75
1013,413,6,1,2.75,2.75
1014,414,4,1,5.25,5.25
1015,415,9,1,7.0,7.0
1016,415,7,1,3.25,3.25
1017,415,6,1,2.75,2.75
1018,416,5,1,4.0,4.0
1019,417,4,1,5.25,5.25
1020,417,9,1,7.0,7.0
1021,418,2,1,4.5,4.5
1022,418,10,1,4.75,4.75
1023,418,6,1,2.75,2.75
1024,418,8,1,6.5,6.5
1025,419,3,1,4.25,4.25
1026,419,9,1,7.0,7.0
1027,420,6,1,2.75,2.75
1028,420,6,1,2.75,2.75
1029,420,9,1,7.0,7.0
1030,420,6,1,2.75,2.75
1031,421,10,1,4.75,4.75
1032,421,9,1,7.0,7.0
1033,422,8,1,6.5,6.5
1034,422,8,1,6.5,6.5
1035,422,7,1,3.25,3.25
1036,423,9,1,7.0,7.0
1037,424,4,1,5.25,5.25
1038,424,6,1,2.75,2.75
1039,425,1,1,3.0,3.0
1040,426,6,1,2.75,2.75
1041,426,10,1,4.75,4.75
1042,426,4,1,5.25,5.25
1043,427,10,1,4.75,4.75
1044,427,4,1,5.25,5.25
1045,427,2,1,4.5,4.5
1046,427,6,1,2.75,2.75
1047,428,1,1,3.0,3.0
1048,428,10,1,4.75,4.75
1049,428,7,1,3.25,3.25
1050,429,7,1,3.25,3.25
1051,429,2,1,4.5,4.5
1052,429,4,1,5.25,5.25
1053,429,10,1,4.75,4.75
1054,430,9,1,7.0,7.0
1055,430,1,1,3.0,3.0
1056,430,6,1,2.75,2.75
1057,431,3,1,4.25,4.25
1058,431,1,1,3.0,3.0
1059,432,4,1,5.25,5.25
1060,433,6,1,2.75,2.75
1061,433,2,1,4.5,4.5
1062,434,5,1,4.0,4.0
1063,434,2,1,4.5,4.5
1064,434,7,1,3.25,3.25
1065,434,9,1,7.0,7.0
1066,435,9,1,7.0,7.0
1067,435,4,1,5.25,5.25
1068,435,8,1,6.5,6.5
1069,435,7,1,3.25,3.25
1070,436,2,1,4.5,4.5
1071,436,5,1,4.0,4.0
1072,437,7,1,3.25,3.25
1073,438,6,1,2.75,2.75
1074,438,10,1,4.75,4.75
1075,438,1,1,3.0,3.0
1076,439,1,1,3.0,3.0
1077,439,4,1,5.25,5.25
1078,439,4,1,5.25,5.25
1079,439,6,1,2.75,2.75
1080,440,4,1,5.25,5.25
1081,441,8,1,6.5,6.5
1082,441,8,1,6.5,6.5
1083,441,1,1,3.0,3.0
1084,442,9,1,7.0,7.0
1085,442,9,1,7.0,7.0
1086,443,7,1,3.25,3.25
1087,444,3,1,4.25,4.25
1088,444,1,1,3.0,3.0
1089,444,5,1,4.0,4.0
1090,445,8,1,6.5,6.5
1091,446,2,1,4.5,4.5
1092,446,1,1,3.0,3.0
1093,446,5,1,4.0,4.0
1094,447,8,1,6.5,6.5
1095,447,10,1,4.75,4.75
1096,447,9,1,7.0,7.0
1097,448,1,1,3.0,3.0
1098,449,7,1,3.25,3.25
1099,449,3,1,4.25,4.25
1100,449,1,1,3.0,3.0
1101,449,6,1,2.75,2.75
1102,450,9,1,7.0,7.0
1103,450,5,1,4.0,4.0
1104,451,9,1,7.0,7.0
1105,452,3,1,4.25,4.25
1106,452,2,1,4.5,4.5
1107,452,7,1,3.25,3.25
1108,452,9,1,7.0,7.0
1109,453,5,1,4.0,4.0
1110,453,10,1,4.75,4.75
1111,453,6,1,2.75,2.75
1112,453,8,1,6.5,6.5
1113,454,3,1,4.25,4.25
1114,454,5,1,4.0,4.0
1115,455,99999,1,4.5,4.5
1116,455,9,1,7.0,7.0
1117,455,9,1,7.0,7.0
1118,456,7,1,3.25,3.25
1119,456,7,1,3.25,3.25
1120,456,5,1,4.0,4.0
1121,457,4,1,5.25,5.25
1122,457,2,1,4.5,4.5
1123,458,10,1,4.75,4.75
1124,458,4,1,5.25,5.25
1125,459,8,1,6.5,6.5
1126,460,7,1,3.25,3.25
1127,460,8,1,6.5,6.5
1128,461,1,1,3.0,3.0
1129,461,7,1,3.25,3.25
1130,462,2,1,4.5,4.5
1131,462,3,1,4.25,4.25
1132,463,4,1,5.25,5.25
1133,463,7,1,3.25,3.25
1134,463,7,1,3.25,3.25
1135,463,1,1,3.0,3.0
1136,464,10,1,4.75,4.75
1137,464,10,1,4.75,4.75
1138,464,10,1,4.75,4.75
1139,464,9,1,7.0,7.0
1140,465,8,1,6.5,6.5
1141,466,9,1,7.0,7.0
1142,467,5,1,4.0,4.0
1143,467,8,1,6.5,6.5
1144,468,7,1,3.25,3.25
1145,468,5,1,4.0,4.0
1146,469,8,1,6.5,6.5
1147,469,2,1,4.5,4.5
1148,469,9,1,7.0,7.0
1149,469,2,1,4.5,4.5
1150,470,6,1,2.75,2.75
1151,470,8,1,6.5,6.5
1152,470,1,1,3.0,3.0
1153,470,3,1,4.25,4.25
1154,471,2,1,4.5,4.5
1155,471,5,1,4.0,4.0
1156,471,6,1,2.75,2.75
1157,471,3,1,4.25,4.25
1158,472,2,1,4.5,4.5
1159,472,9,1,7.0,7.0
1160,472,7,1,3.25,3.25
1161,473,6,1,2.75,2.75
1162,473,10,1,4.75,4.75
1163,474,7,1,3.25,3.25
1164,475,3,1,4.25,4.25
1165,476,8,1,6.5,6.5
1166,477,4,1,5.25,5.25
1167,477,10,1,4.75,4.75
1168,478,2,1,4.5,4.5
1169,478,10,1,4.75,4.75
1170,478,10,1,4.75,4.75
1171,478,1,1,3.0,3.0
1172,479,3,1,4.25,4.25
1173,480,3,1,4.25,4.25
1174,481,1,1,3.0,3.0
1175,482,10,1,4.75,4.75
1176,482,10,1,4.75,4.75
1177,482,10,1,4.75,4.75
1178,483,2,1,4.5,4.5
1179,484,7,1,3.25,3.25
1180,485,2,1,4.5,4.5
1181,485,5,1,4.0,4.0
1182,486,10,1,4.75,4.75
1183,486,1,1,3.0,3.0
1184,487,10,1,4.75,4.75
1185,487,5,1,4.0,4.0
1186,487,7,1,3.25,3.25
1187,487,10,1,4.75,4.75
1188,488,10,1,4.75,4.75
1189,488,10,1,4.75,4.75
1190,489,3,1,4.25,4.25
1191,489,10,1,4.75,4.75
1192,489,4,1,5.25,5.25
1193,489,5,1,4.0,4.0
1194,490,10,1,4.75,4.75
1195,490,7,1,3.25,3.25
1196,491,1,1,3.0,3.0
1197,491,4,1,5.25,5.25
1198,492,5,1,4.0,4.0
1199,492,9,1,7.0,7.0
1200,492,9,1,7.0,7.0
1201,493,7,1,3.25,3.25
1202,493,10,1,4.75,4.75
1203,493,10,1,4.75,4.75
1204,494,8,1,6.5,6.5
1205,494,1,1,3.0,3.0
1206,494,3,1,4.25,4.25
1207,494,8,1,6.5,6.5
1208,495,7,1,3.25,3.25
1209,495,1,1,3.0,3.0
1210,495,9,1,7.0,7.0
1211,495,5,1,4.0,4.0
1212,496,4,1,5.25,5.25
1213,497,3,1,4.25,4.25
1214,498,10,1,4.75,4.75
1215,498,10,1,4.75,4.75
1216,499,6,1,2.75,2.75
1217,499,1,1,3.0,3.0
1218,499,5,1,4.0,4.0
1219,500,8,1,6.5,6.5
1220,500,5,1,4.0,4.0
1221,500,4,1,5.25,5.25
1222,501,1,1,3.0,3.0
1223,501,4,1,5.25,5.25
1224,501,2,1,4.5,4.5
1225,502,4,1,5.25,5.25
1226,502,6,1,2.75,2.75
1227,503,3,1,4.25,4.25
1228,503,2,1,4.5,4.5
1229,503,9,1,7.0,7.0
1230,504,9,1,7.0,7.0
1231,504,2,1,4.5,4.5
1232,504,1,1,3.0,3.0
1233,504,5,1,4.0,4.0
1234,505,8,1,6.5,6.5
1235,505,1,1,3.0,3.0
1236,505,2,1,4.5,4.5
1237,506,4,1,5.25,5.25
1238,506,4,1,5.25,5.25
1239,506,5,1,4.0,4.0
1240,507,5,1,4.0,4.0
1241,508,10,1,4.75,4.75
1242,509,3,1,4.25,4.25
1243,509,5,1,4.0,4.0
1244,509,10,1,4.75,4.75
1245,510,8,1,6.5,6.5
1246,511,7,1,3.25,3.25
1247,511,3,1,4.25,4.25
1248,511,10,1,4.75,4.75
1249,511,10,1,4.75,4.75
1250,512,5,1,4.0,4.0
1251,512,6,1,2.75,2.75
1252,512,4,1,5.25,5.25
1253,513,8,1,6.5,6.5
1254,514,4,1,5.25,5.25
1255,514,4,1,5.25,5.25
1256,514,3,1,4.25,4.25
1257,514,10,1,4.75,4.75
1258,515,8,1,6.5,6.5
1259,515,8,1,6.5,6.5
1260,515,1,1,3.0,3.0
1261,516,9,1,7.0,7.0
1262,516,2,1,4.5,4.5
1263,517,9,1,7.0,7.0
1264,517,8,1,6.5,6.5
1265,517,7,1,3.25,3.25
1266,518,2,1,4.5,4.5
1267,518,6,1,2.75,2.75
1268,518,4,1,5.25,5.25
1269,518,10,1,4.75,4.75
1270,519,3,1,4.25,4.25
1271,519,2,1,4.5,4.5
1272,520,9,1,7.0,7.0
1273,520,2,1,4.5,4.5
1274,520,8,1,6.5,6.5
1275,521,10,1,4.75,4.75
1276,522,4,1,5.25,5.25
1277,523,3,1,4.25,4.25
1278,523,8,1,6.5,6.5
1279,524,6,1,2.75,2.75
1280,524,5,1,4.0,4.0
1281,525,2,1,4.5,4.5
1282,525,10,1,4.75,4.75
1283,525,1,1,3.0,3.0
1284,526,1,1,3.0,3.0
1285,526,6,1,2.75,2.75
1286,526,9,1,7.0,7.0
1287,527,5,1,4.0,4.0
1288,528,7,1,3.25,3.25
1289,528,7,1,3.25,3.25
1290,528,7,1,3.25,3.25
1291,529,3,1,4.25,4.25
1292,529,4,1,5.25,5.25
1293,529,9,1,7.0,7.0
1294,529,7,1,3.25,3.25
1295,530,3,1,4.25,4.25
1296,530,1,1,3.0,3.0
1297,531,7,1,3.25,3.25
1298,531,3,1,4.25,4.25
1299,531,2,1,4.5,4.5
1300,531,3,1,4.25,4.25
1301,532,8,1,6.5,6.5
1302,532,9,1,7.0,7.0
1303,533,10,1,4.75,4.75
1304,533,1,1,3.0,3.0
1305,533,10,1,4.75,4.75
1306,533,8,1,6.5,6.5
1307,534,9,1,7.0,7.0
1308,534,10,1,4.75,4.75
1309,534,6,1,2.75,2.75
1310,534,1,1,3.0,3.0
1311,535,10,1,4.75,4.75
1312,536,8,1,6.5,6.5
1313,536,9,1,7.0,7.0
1314,536,2,1,4.5,4.5
1315,537,10,1,4.75,4.75
1316,537,1,1,3.0,3.0
1317,537,6,1,2.75,2.75
1318,538,7,1,3.25,3.25
1319,538,6,1,2.75,2.75
1320,538,5,1,4.0,4.0
1321,539,10,1,4.75,4.75
1322,539,1,1,3.0,3.0
1323,540,8,1,6.5,6.5
1324,540,2,1,4.5,4.5
1325,540,3,1,4.25,4.25
1326,541,10,1,4.75,4.75
1327,541,5,1,4.0,4.0
1328,542,8,1,6.5,6.5
1329,542,6,1,2.75,2.75
1330,543,9,1,7.0,7.0
1331,543,1,1,3.0,3.0
1332,544,7,1,3.25,3.25
1333,544,7,1,3.25,3.25
1334,544,4,1,5.25,5.25
1335,544,8,1,6.5,6.5
1336,545,1,1,3.0,3.0
1337,545,5,1,4.0,4.0
1338,545,2,1,4.5,4.5
1339,546,5,1,4.0,4.0
1340,546,8,1,6.5,6.5
1341,546,9,1,7.0,7.0
1342,546,4,1,5.25,5.25
1343,547,5,1,4.0,4.0
1344,547,3,1,4.25,4.25
1345,547,9,1,7.0,7.0
1346,547,7,1,3.25,3.25
1347,548,9,1,7.0,7.0
1348,548,1,1,3.0,3.0
1349,548,2,1,4.5,4.5
1350,549,5,1,4.0,4.0
1351,549,5,1,4.0,4.0
1352,549,2,1,4.5,4.5
1353,550,4,1,5.25,5.25
1354,550,10,1,4.75,4.75
1355,550,4,1,5.25,5.25
1356,550,9,1,7.0,7.0
1357,551,9,1,7.0,7.0
1358,551,1,1,3.0,3.0
1359,551,1,1,3.0,3.0
1360,552,8,1,6.5,6.5
1361,553,4,1,5.25,5.25
1362,553,1,1,3.0,3.0
1363,553,1,1,3.0,3.0
1364,554,2,1,4.5,4.5
1365,555,2,1,4.5,4.5
1366,555,3,1,4.25,4.25
1367,556,5,1,4.0,4.0
1368,556,7,1,3.25,3.25
1369,556,6,1,2.75,2.75
1370,556,5,1,4.0,4.0
1371,557,7,1,3.25,3.25
1372,557,6,1,2.75,2.75
1373,557,1,1,3.0,3.0
1374,557,5,1,4.0,4.0
1375,558,10,1,4.75,4.75
1376,558,7,1,3.25,3.25
1377,559,9,1,7.0,7.0
1378,559,7,1,3.25,3.25
1379,560,5,1,4.0,4.0
1380,560,2,1,4.5,4.5
1381,560,1,1,3.0,3.0
1382,560,2,1,4.5,4.5
1383,561,1,1,3.0,3.0
1384,561,8,1,6.5,6.5
1385,561,3,1,4.25,4.25
1386,561,1,1,3.0,3.0
1387,562,6,1,2.75,2.75
1388,562,7,1,3.25,3.25
1389,563,7,1,3.25,3.25
1390,563,7,1,3.25,3.25
1391,563,2,1,4.5,4.5
1392,563,9,1,7.0,7.0
1393,564,5,1,4.0,4.0
1394,564,7,1,3.25,3.25
1395,564,1,1,3.0,3.0
1396,565,5,1,4.0,4.0
1397,565,4,1,5.25,5.25
1398,565,3,1,4.25,4.25
1399,565,9,1,7.0,7.0
1400,566,6,1,2.75,2.75
1401,567,10,1,4.75,4.75
1402,568,8,1,6.5,6.5
1403,568,9,1,7.0,7.0
1404,568,8,1,6.5,6.5
1405,569,1,1,3.0,3.0
1406,569,7,1,3.25,3.25
1407,569,2,1,4.5,4.5
1408,570,10,1,4.75,4.75
1409,570,4,1,5.25,5.25
1410,571,10,1,4.75,4.75
1411,571,1,1,3.0,3.0
1412,571,4,1,5.25,5.25
1413,571,3,1,4.25,4.25
1414,572,2,1,4.5,4.5
1415,572,8,1,6.5,6.5
1416,572,10,1,4.75,4.75
1417,573,8,1,6.5,6.5
1418,574,7,1,3.25,3.25
1419,574,6,1,2.75,2.75
1420,575,4,1,5.25,5.25
1421,575,1,1,3.0,3.0
1422,575,10,1,4.75,4.75
1423,576,3,1,4.25,4.25
1424,576,7,1,3.25,3.25
1425,576,3,1,4.25,4.25
1426,577,10,1,4.75,4.75
1427,577,1,1,3.0,3.0
1428,578,1,1,3.0,3.0
1429,578,8,1,6.5,6.5
1430,579,10,1,4.75,4.75
1431,580,4,1,5.25,5.25
1432,580,3,1,4.25,4.25
1433,581,3,1,4.25,4.25
1434,581,10,1,4.75,4.75
1435,582,5,1,4.0,4.0
1436,583,2,1,4.5,4.5
1437,583,9,1,7.0,7.0
1438,584,4,1,5.25,5.25
1439,584,5,1,4.0,4.0
1440,584,1,1,3.0,3.0
1441,584,4,1,5.25,5.25
1442,585,3,1,4.25,4.25
1443,585,3,1,4.25,4.25
1444,585,1,1,3.0,3.0
1445,585,1,1,3.0,3.0
1446,586,5,1,4.0,4.0
1447,586,6,1,2.75,2.75
1448,586,10,1,4.75,4.75
1449,586,8,1,6.5,6.5
1450,587,3,1,4.25,4.25
1451,587,1,1,3.0,3.0
1452,588,8,1,6.5,6.5
1453,588,10,1,4.75,4.75
1454,589,4,1,5.25,5.25
1455,589,2,1,4.5,4.5
1456,589,6,1,2.75,2.75
1457,590,7,1,3.25,3.25
1458,590,4,1,5.25,5.25
1459,591,7,1,3.25,3.25
1460,592,8,1,6.5,6.5
1461,592,4,1,5.25,5.25
1462,593,1,1,3.0,3.0
1463,593,10,1,4.75,4.75
1464,594,5,1,4.0,4.0
1465,594,10,1,4.75,4.75
1466,595,7,1,3.25,3.25
1467,596,5,1,4.0,4.0
1468,596,1,1,3.0,3.0
1469,596,7,1,3.25,3.25
1470,596,4,1,5.25,5.25
1471,597,1,1,3.0,3.0
1472,597,1,1,3.0,3.0
1473,597,8,1,6.5,6.5
1474,597,9,1,7.0,7.0
1475,598,8,1,6.5,6.5
1476,598,4,1,5.25,5.25
1477,598,2,1,4.5,4.5
1478,598,9,1,7.0,7.0
1479,599,3,1,4.25,4.25
1480,599,6,1,2.75,2.75
1481,600,8,1,6.5,6.5
1482,600,10,1,4.75,4.75
1483,601,7,1,3.25,3.25
1484,601,3,1,4.25,4.25
1485,602,7,1,3.25,3.25
1486,603,7,1,3.25,3.25
1487,603,5,1,4.0,4.0
1488,603,10,1,4.75,4.75
1489,604,1,1,3.0,3.0
1490,604,9,1,7.0,7.0
1491,604,6,1,2.75,2.75
1492,605,6,1,2.75,2.75
1493,605,3,1,4.25,4.25
1494,605,9,1,7.0,7.0
1495,606,6,1,2.75,2.75
1496,606,4,1,5.25,5.25
1497,607,4,1,5.25,5.25
1498,607,6,1,2.75,2.75
1499,608,1,1,3.0,3.0
1500,608,2,1,4.5,4.5
1501,608,6,1,2.75,2.75
1502,609,8,1,6.5,6.5
1503,609,10,1,4.75,4.75
1504,609,6,1,2.75,2.75
1505,610,3,1,4.25,4.25
1506,610,5,1,4.0,4.0
1507,610,2,1,4.5,4.5
1508,610,2,1,4.5,4.5
1509,611,7,1,3.25,3.25
1510,611,9,1,7.0,7.0
1511,611,3,1,4.25,4.25
1512,612,5,1,4.0,4.0
1513,613,7,1,3.25,3.25
1514,613,10,1,4.75,4.75
1515,613,6,1,2.75,2.75
1516,614,5,1,4.0,4.0
1517,614,10,1,4.75,4.75
1518,614,3,1,4.25,4.25
1519,614,5,1,4.0,4.0
1520,615,3,1,4.25,4.25
1521,616,3,1,4.25,4.25
1522,616,3,1,4.25,4.25
1523,617,3,1,4.25,4.25
1524,617,4,1,5.25,5.25
1525,617,9,1,7.0,7.0
1526,618,9,1,7.0,7.0
1527,618,5,1,4.0,4.0
1528,619,8,1,6.5,6.5
1529,619,6,1,2.75,2.75
1530,620,8,1,6.5,6.5
1531,620,5,1,4.0,4.0
1532,620,10,1,4.75,4.75
1533,621,3,1,4.25,4.25
1534,622,10,1,4.75,4.75
1535,622,4,1,5.25,5.25
1536,622,8,1,6.5,6.5
1537,622,6,1,2.75,2.75
1538,623,5,1,4.0,4.0
1539,623,4,1,5.25,5.25
1540,624,9,1,7.0,7.0
1541,625,7,1,3.25,3.25
1542,625,3,1,4.25,4.25
1543,625,7,1,3.25,3.25
1544,626,8,1,6.5,6.5
1545,626,9,1,7.0,7.0
1546,626,2,1,4.5,4.5
1547,627,7,1,3.25,3.25
1548,627,3,1,4.25,4.25
1549,627,10,1,4.75,4.75
1550,627,10,1,4.75,4.75
1551,628,1,1,3.0,3.0
1552,629,9,1,7.0,7.0
1553,629,8,1,6.5,6.5
1554,630,1,1,3.0,3.0
1555,630,5,1,4.0,4.0
1556,630,10,1,4.75,4.75
1557,630,5,1,4.0,4.0
1558,631,1,1,3.0,3.0
1559,631,1,1,3.0,3.0
1560,632,5,1,4.0,4.0
1561,633,2,1,4.5,4.5
1562,633,10,1,4.75,4.75
1563,633,6,1,2.75,2.75
1564,633,10,1,4.75,4.75
1565,634,2,1,4.5,4.5
1566,634,6,1,2.75,2.75
1567,634,9,1,7.0,7.0
1568,634,10,1,4.75,4.75
1569,635,6,1,2.75,2.75
1570,635,8,1,6.5,6.5
1571,636,6,1,2.75,2.75
1572,636,7,1,3.25,3.25
1573,636,6,1,2.75,2.75
1574,637,2,1,4.5,4.5
1575,637,10,1,4.75,4.75
1576,638,6,1,2.75,2.75
1577,638,2,1,4.5,4.5
1578,638,9,1,7.0,7.0
1579,639,9,1,7.0,7.0
1580,639,5,1,4.0,4.0
1581,640,2,1,4.5,4.5
1582,640,4,1,5.25,5.25
1583,641,8,1,6.5,6.5
1584,641,2,1,4.5,4.5
1585,641,2,1,4.5,4.5
1586,641,3,1,4.25,4.25
1587,642,3,1,4.25,4.25
1588,642,8,1,6.5,6.5
1589,642,10,1,4.75,4.75
1590,643,2,1,4.5,4.5
1591,644,5,1,4.0,4.0
1592,644,3,1,4.25,4.25
1593,645,2,1,4.5,4.5
1594,646,2,1,4.5,4.5
1595,646,1,1,3.0,3.0
1596,647,2,1,4.5,4.5
1597,647,5,1,4.0,4.0
1598,647,1,1,3.0,3.0
1599,647,2,1,4.5,4.5
1600,648,10,1,4.75,4.75
1601,649,1,1,3.0,3.0
1602,649,2,1,4.5,4.5
1603,649,3,1,4.25,4.25
1604,650,3,1,4.25,4.25
1605,650,9,1,7.0,7.0
1606,650,10,1,4.75,4.75
1607,651,4,1,5.25,5.25
1608,651,5,1,4.0,4.0
1609,652,9,1,7.0,7.0
1610,652,99999,1,6.5,6.5
1611,653,6,1,2.75,2.75
1612,653,7,1,3.25,3.25
1613,654,2,1,4.5,4.5
1614,654,6,1,2.75,2.75
1615,654,2,1,4.5,4.5
1616,654,8,1,6.5,6.5
1617,655,6,1,2.75,2.75
1618,656,10,1,4.75,4.75
1619,656,5,1,4.0,4.0
1620,656,8,1,6.5,6.5
1621,656,4,1,5.25,5.25
1622,657,2,1,4.5,4.5
1623,657,8,1,6.5,6.5
1624,658,7,1,3.25,3.25
1625,659,3,1,4.25,4.25
1626,660,2,1,4.5,4.5
1627,660,6,1,2.75,2.75
1628,661,4,1,5.25,5.25
1629,662,7,1,3.25,3.25
1630,662,6,1,2.75,2.75
1631,662,8,1,6.5,6.5
1632,663,8,1,6.5,6.5
1633,663,2,1,4.5,4.5
1634,664,2,1,4.5,4.5
1635,665,10,1,4.75,4.75
1636,665,6,1,2.75,2.75
1637,665,3,1,4.25,4.25
1638,665,5,1,4.0,4.0
1639,666,4,1,5.25,5.25
1640,666,5,1,4.0,4.0
1641,666,8,1,6.5,6.5
1642,666,8,1,6.5,6.5
1643,667,7,1,3.25,3.25
1644,668,7,1,3.25,3.25
1645,668,8,1,6.5,6.5
1646,668,8,1,6.5,6.5
1647,669,8,1,6.5,6.5
1648,669,7,1,3.25,3.25
1649,670,8,1,6.5,6.5
1650,670,9,1,7.0,7.0
1651,670,3,1,4.25,4.25
1652,670,9,1,7.0,7.0
1653,671,10,1,4.75,4.75
1654,671,6,1,2.75,2.75
1655,671,5,1,4.0,4.0
1656,671,6,1,2.75,2.75
1657,672,6,1,2.75,2.75
1658,673,7,1,3.25,3.25
1659,673,6,1,2.75,2.75
1660,673,1,1,3.0,3.0
1661,674,5,1,4.0,4.0
1662,675,1,1,3.0,3.0
1663,675,8,1,6.5,6.5
1664,675,7,1,3.25,3.25
1665,676,6,1,2.75,2.75
1666,677,8,1,6.5,6.5
1667,678,8,1,6.5,6.5
1668,678,9,1,7.0,7.0
1669,678,6,1,2.75,2.75
1670,679,4,1,5.25,5.25
1671,679,8,1,6.5,6.5
1672,679,2,1,4.5,4.5
1673,679,9,1,7.0,7.0
1674,680,10,1,4.75,4.75
1675,680,2,1,4.5,4.5
1676,681,4,1,5.25,5.25
1677,681,6,1,2.75,2.75
1678,681,2,1,4.5,4.5
1679,681,5,1,4.0,4.0
1680,682,7,1,3.25,3.25
1681,682,7,1,3.25,3.25
1682,683,1,1,3.0,3.0
1683,683,9,1,7.0,7.0
1684,684,5,1,4.0,4.0
1685,684,9,1,7.0,7.0
1686,684,10,1,4.75,4.75
1687,684,7,1,3.25,3.25
1688,685,8,1,6.5,6.5
1689,685,3,1,4.25,4.25
1690,685,4,1,5.25,5.25
1691,686,7,1,3.25,3.25
1692,686,6,1,2.75,2.75
1693,686,2,1,4.5,4.5
1694,686,4,1,5.25,5.25
1695,687,10,1,4.75,4.75
1696,687,4,1,5.25,5.25
1697,687,7,1,3.25,3.25
1698,688,4,1,5.25,5.25
