OrderID,Amount,Method,Status,TxnRef
736,16.75,Cash,Completed,TXN000736
737,16.0,Card,Completed,TXN000737
738,14.25,App,Completed,TXN000738
739,3.25,Cash,Completed,TXN000739
740,3.0,App,Completed,TXN000740
741,13.5,Cash,Completed,TXN000741
742,14.25,App,Completed,TXN000742
743,9.25,Cash,Completed,TXN000743
744,3.0,Cash,Completed,TXN000744
745,19.75,App,Completed,TXN000745
746,4.5,App,Completed,TXN000746
747,6.25,Cash,Completed,TXN000747
748,15.75,App,Completed,TXN000748
749,3.25,Card,Completed,TXN000749
750,21.0,Card,Completed,TXN000750
751,13.0,App,Completed,TXN000751
752,8.25,Card,Completed,TXN000752
753,4.0,App,Completed,TXN000753
754,4.5,Cash,Completed,TXN000754
755,9.25,Card,Completed,TXN000755
756,4.5,Card,Completed,TXN000756
757,20.5,Cash,Completed,TXN000757
758,18.25,Cash,Completed,TXN000758
759,18.5,Cash,Completed,TXN000759
760,9.25,Cash,Completed,TXN000760
761,7.5,Cash,Completed,TXN000761
762,9.25,Cash,Completed,TXN000762
763,15.25,App,Completed,TXN000763
764,3.25,Card,Completed,TXN000764
765,3.0,Card,Completed,TXN000765
766,10.0,Cash,Completed,TXN000766
767,11.5,Cash,Completed,TXN000767
768,14.0,Cash,Completed,TXN000768
769,6.5,App,Completed,TXN000769
770,7.0,Card,Completed,TXN000770
771,7.0,App,Completed,TXN000771
772,5.5,Cash,Completed,TXN000772
773,17.5,Card,Completed,TXN000773
774,8.75,Card,Completed,TXN000774
775,16.0,Card,Completed,TXN000775
776,18.75,Cash,Completed,TXN000776
777,6.25,Cash,Completed,TXN000777
778,7.0,App,Completed,TXN000778
779,9.75,Cash,Completed,TXN000779
780,21.75,Card,Completed,TXN000780
781,16.75,App,Completed,TXN000781
782,16.75,Cash,Completed,TXN000782
783,7.0,Card,Completed,TXN000783
784,17.25,Card,Completed,TXN000784
785,3.0,App,Completed,TXN000785
786,17.5,App,Completed,TXN000786
787,19.5,Cash,Completed,TXN000787
788,15.25,Card,Completed,TXN000788
789,15.0,Cash,Completed,TXN000789
790,19.5,Cash,Completed,TXN000790
791,14.0,Cash,Completed,TXN000791
792,17.0,Card,Completed,TXN000792
793,2.75,Cash,Completed,TXN000793
794,2.75,Card,Completed,TXN000794
795,16.25,Cash,Completed,TXN000795
796,17.25,Card,Completed,TXN000796
797,14.0,Cash,Completed,TXN000797
798,13.5,Cash,Completed,TXN000798
799,14.5,Cash,Completed,TXN000799
800,11.75,App,Completed,TXN000800
801,7.0,App,Completed,TXN000801
802,13.5,App,Completed,TXN000802
803,15.25,Card,Completed,TXN000803
804,17.25,App,Completed,TXN000804
805,7.0,Card,Completed,TXN000805
806,4.5,Cash,Completed,TXN000806
807,7.25,Cash,Completed,TXN000807
808,6.0,Card,Completed,TXN000808
809,6.0,Card,Completed,TXN000809
810,4.0,App,Completed,TXN000810
811,6.5,Cash,Completed,TXN000811
812,11.25,Cash,Completed,TXN000812
813,7.0,Cash,Completed,TXN000813
814,6.5,Cash,Completed,TXN000814
815,3.0,Cash,Completed,TXN000815
816,19.75,Cash,Completed,TXN000816
817,12.25,Card,Completed,TXN000817
818,13.25,Cash,Completed,TXN000818
819,16.5,App,Completed,TXN000819
820,4.75,App,Completed,TXN000820
821,23.75,Card,Completed,TXN000821
822,6.5,App,Completed,TXN000822
823,10.5,Cash,Completed,TXN000823
824,15.25,Cash,Completed,TXN000824
825,4.75,Cash,Completed,TXN000825
826,9.25,App,Completed,TXN000826
827,4.0,Card,Completed,TXN000827
828,4.75,Card,Completed,TXN000828
829,17.0,Card,Completed,TXN000829
830,16.5,App,Completed,TXN000830
831,10.5,App,Completed,TXN000831
832,7.0,Cash,Completed,TXN000832
833,3.25,Cash,Completed,TXN000833
834,5.25,Card,Completed,TXN000834
835,4.5,Cash,Completed,TXN000835
836,13.75,Cash,Completed,TXN000836
837,16.75,Cash,Completed,TXN000837
838,6.5,App,Completed,TXN000838
839,3.25,Card,Completed,TXN000839
840,6.5,Card,Completed,TXN000840
841,4.5,App,Completed,TXN000841
842,11.0,App,Completed,TXN000842
843,17.75,Card,Completed,TXN000843
844,14.5,Card,Completed,TXN000844
845,9.0,App,Completed,TXN000845
846,22.0,Cash,Completed,TXN000846
847,16.0,App,Completed,TXN000847
848,8.25,Cash,Completed,TXN000848
849,7.25,Card,Completed,TXN000849
850,12.0,Cash,Completed,TXN000850
851,11.25,Card,Completed,TXN000851
852,13.0,Cash,Completed,TXN000852
853,3.0,Card,Completed,TXN000853
854,8.25,Cash,Completed,TXN000854
855,8.5,Card,Completed,TXN000855
856,2.75,Card,Completed,TXN000856
857,11.75,Cash,Completed,TXN000857
858,9.5,Card,Completed,TXN000858
859,13.25,Cash,Completed,TXN000859
860,12.25,App,Completed,TXN000860
861,21.0,Cash,Completed,TXN000861
862,20.0,App,Completed,TXN000862
863,18.5,App,Completed,TXN000863
864,10.5,App,Completed,TXN000864
865,15.75,Cash,Completed,TXN000865
866,16.25,Card,Completed,TXN000866
867,16.0,Cash,Completed,TXN000867
868,8.5,Card,Completed,TXN000868
869,14.25,Cash,Completed,TXN000869
870,14.0,Cash,Completed,TXN000870
871,4.0,App,Completed,TXN000871
872,6.5,Cash,Completed,TXN000872
873,24.0,Card,Completed,TXN000873
874,12.5,App,Completed,TXN000874
875,13.25,Cash,Completed,TXN000875
876,11.25,Card,Completed,TXN000876
877,12.5,Cash,Completed,TXN000877
878,16.25,Card,Completed,TXN000878
879,13.25,Cash,Completed,TXN000879
880,17.0,Card,Completed,TXN000880
881,6.5,Card,Completed,TXN000881
882,6.0,App,Completed,TXN000882
883,19.5,Card,Completed,TXN000883
884,17.75,Cash,Completed,TXN000884
885,12.5,App,Completed,TXN000885
886,17.75,Cash,Completed,TXN000886
887,13.25,Card,Completed,TXN000887
888,16.75,Cash,Completed,TXN000888
889,16.25,Card,Completed,TXN000889
890,20.0,Card,Completed,TXN000890
891,14.5,App,Completed,TXN000891
892,9.25,Cash,Completed,TXN000892
893,10.75,Card,Completed,TXN000893
894,4.75,Card,Completed,TXN000894
895,7.5,App,Completed,TXN000895
896,7.0,Card,Completed,TXN000896
897,3.25,App,Completed,TXN000897
898,18.5,Card,Completed,TXN000898
899,3.0,Card,Completed,TXN000899
900,8.75,App,Completed,TXN000900
901,2.75,Card,Completed,TXN000901
902,19.5,Card,Completed,TXN000902
903,14.25,Card,Completed,TXN000903
904,4.5,App,Completed,TXN000904
905,8.5,Cash,Completed,TXN000905
906,7.0,App,Completed,TXN000906
907,2.75,Cash,Completed,TXN000907
908,24.0,App,Completed,TXN000908
909,4.0,Card,Completed,TXN000909
910,3.0,Cash,Completed,TXN000910
911,7.5,Cash,Completed,TXN000911
912,12.75,Cash,Completed,TXN000912
913,5.5,Cash,Completed,TXN000913
914,20.5,Card,Completed,TXN000914
915,5.25,Card,Completed,TXN000915
916,11.5,App,Completed,TXN000916
917,10.5,Cash,Completed,TXN000917
918,15.25,App,Completed,TXN000918
919,2.75,Cash,Completed,TXN000919
920,18.25,Card,Completed,TXN000920
921,16.0,Cash,Completed,TXN000921
922,21.0,Card,Completed,TXN000922
923,2.75,App,Completed,TXN000923
924,8.25,Cash,Completed,TXN000924
925,16.5,Cash,Completed,TXN000925
926,17.5,Card,Completed,TXN000926
927,9.5,App,Completed,TXN000927
928,2.75,Card,Completed,TXN000928
929,8.75,App,Completed,TXN000929
930,9.5,Card,Completed,TXN000930
931,3.25,Card,Completed,TXN000931
932,7.5,App,Completed,TXN000932
933,16.5,App,Completed,TXN000933
934,9.25,App,Completed,TXN000934
935,9.5,Cash,Completed,TXN000935
936,15.75,App,Completed,TXN000936
937,6.5,Cash,Completed,TXN000937
938,4.25,Card,Completed,TXN000938
939,8.5,Cash,Completed,TXN000939
940,2.75,Card,Completed,TXN000940
941,14.5,Card,Completed,TXN000941
942,5.25,App,Completed,TXN000942
943,17.25,Cash,Completed,TXN000943
944,13.75,Card,Completed,TXN000944
945,16.5,Card,Completed,TXN000945
946,14.0,Cash,Completed,TXN000946
947,19.75,App,Completed,TXN000947
948,3.25,Cash,Completed,TXN000948
949,4.25,Card,Completed,TXN000949
950,11.0,Cash,Completed,TXN000950
951,9.5,App,Completed,TXN000951
952,6.0,App,Completed,TXN000952
953,13.5,Cash,Completed,TXN000953
954,2.75,Cash,Completed,TXN000954
955,19.0,App,Completed,TXN000955
956,14.5,Card,Completed,TXN000956
957,14.75,App,Completed,TXN000957
958,16.0,Cash,Completed,TXN000958
959,13.5,App,Completed,TXN000959
960,4.75,Cash,Completed,TXN000960
961,16.5,App,Completed,TXN000961
962,2.75,App,Completed,TXN000962
963,4.25,Card,Completed,TXN000963
964,7.0,App,Completed,TXN000964
965,11.0,Cash,Completed,TXN000965
966,10.25,Cash,Completed,TXN000966
967,15.5,Cash,Completed,TXN000967
968,14.75,App,Completed,TXN000968
969,13.5,App,Completed,TXN000969
970,4.5,App,Completed,TXN000970
971,7.0,Card,Completed,TXN000971
972,8.5,App,Completed,TXN000972
973,6.5,Card,Completed,TXN000973
974,12.0,App,Completed,TXN000974
975,4.75,Cash,Completed,TXN000975
976,4.75,Cash,Completed,TXN000976
977,13.5,Cash,Completed,TXN000977
978,20.25,App,Completed,TXN000978
979,5.25,Cash,Completed,TXN000979
980,10.0,Card,Completed,TXN000980
981,10.0,Card,Completed,TXN000981
982,4.5,Card,Completed,TXN000982
983,15.25,App,Completed,TXN000983
984,11.25,App,Completed,TXN000984
985,7.5,App,Completed,TXN000985
986,14.25,Card,Completed,TXN000986
987,12.25,App,Completed,TXN000987
988,18.5,Cash,Completed,TXN000988
989,8.5,Cash,Completed,TXN000989
990,16.5,App,Completed,TXN000990
991,4.0,App,Completed,TXN000991
992,11.0,App,Completed,TXN000992
993,17.5,Card,Completed,TXN000993
994,19.0,App,Completed,TXN000994
995,4.25,Cash,Completed,TXN000995
996,16.0,App,Completed,TXN000996
997,11.0,Card,Completed,TXN000997
998,9.25,Cash,Completed,TXN000998
999,11.75,App,Completed,TXN000999
1000,5.25,App,Completed,TXN001000
1001,4.0,App,Completed,TXN001001
1002,25.0,App,Completed,TXN001002
1003,3.25,App,Completed,TXN001003
1004,11.75,App,Completed,TXN001004
1005,8.75,Cash,Completed,TXN001005
1006,12.5,Cash,Completed,TXN001006
1007,12.25,Cash,Completed,TXN001007
1008,11.0,App,Completed,TXN001008
1009,2.75,App,Completed,TXN001009
1010,10.25,Cash,Completed,TXN001010
1011,10.75,Card,Completed,TXN001011
1012,18.25,Card,Completed,TXN001012
1013,12.75,Card,Completed,TXN001013
1014,17.75,Cash,Completed,TXN001014
1015,5.25,Cash,Completed,TXN001015
1016,15.25,Card,Completed,TXN001016
1017,17.25,Cash,Completed,TXN001017
1018,4.5,Cash,Completed,TXN001018
1019,15.25,Card,Completed,TXN001019
1020,3.25,Cash,Completed,TXN001020
1021,3.25,Cash,Completed,TXN001021
1022,8.5,Card,Completed,TXN001022
1023,23.25,App,Completed,TXN001023
1024,8.75,Card,Completed,TXN001024
1025,6.25,Cash,Completed,TXN001025
1026,8.0,Cash,Completed,TXN001026
1027,11.25,App,Completed,TXN001027
1028,4.25,Card,Completed,TXN001028
1029,3.25,Cash,Completed,TXN001029
1030,13.0,Cash,Completed,TXN001030
1031,10.25,App,Completed,TXN001031
1032,18.0,Cash,Completed,TXN001032
1033,11.0,App,Completed,TXN001033
1034,18.75,App,Completed,TXN001034
1035,13.75,Cash,Completed,TXN001035
1036,8.75,App,Completed,TXN001036
1037,5.25,Cash,Completed,TXN001037
1038,13.5,Cash,Completed,TXN001038
1039,12.5,Cash,Completed,TXN001039
1040,13.25,App,Completed,TXN001040
1041,11.25,App,Completed,TXN001041
1042,11.5,Card,Completed,TXN001042
1043,7.0,Cash,Completed,TXN001043
1044,13.5,App,Completed,TXN001044
1045,21.0,App,Completed,TXN001045
1046,8.0,Cash,Completed,TXN001046
1047,19.25,Cash,Completed,TXN001047
1048,11.25,Cash,Completed,TXN001048
1049,4.25,App,Completed,TXN001049
1050,18.75,Card,Completed,TXN001050
1051,4.25,Card,Completed,TXN001051
1052,3.0,Cash,Completed,TXN001052
1053,5.25,App,Completed,TXN001053
1054,6.75,App,Completed,TXN001054
1055,3.0,App,Completed,TXN001055
1056,7.0,App,Completed,TXN001056
1057,6.5,Card,Completed,TXN001057
1058,7.75,App,Completed,TXN001058
1059,4.0,Card,Completed,TXN001059
1060,2.75,App,Completed,TXN001060
1061,10.25,App,Completed,TXN001061
1062,8.75,Card,Completed,TXN001062
1063,14.25,Card,Completed,TXN001063
1064,9.75,Card,Completed,TXN001064
1065,15.5,Card,Completed,TXN001065
1066,16.25,Cash,Completed,TXN001066
1067,8.5,App,Completed,TXN001067
1068,7.75,Cash,Completed,TXN001068
1069,5.25,App,Completed,TXN001069
1070,17.75,Card,Completed,TXN001070
1071,10.5,Cash,Completed,TXN001071
1072,8.25,Cash,Completed,TXN001072
1073,3.25,Card,Completed,TXN001073
1074,16.25,App,Completed,TXN001074
1075,3.0,Card,Completed,TXN001075
1076,12.5,Cash,Completed,TXN001076
1077,11.75,App,Completed,TXN001077
1078,6.25,Card,Completed,TXN001078
1079,15.75,App,Completed,TXN001079
1080,8.5,Card,Completed,TXN001080
1081,11.75,Card,Completed,TXN001081
1082,10.75,Cash,Completed,TXN001082
1083,8.5,App,Completed,TXN001083
1084,11.5,Card,Completed,TXN001084
1085,5.25,Card,Completed,TXN001085
1086,13.25,App,Completed,TXN001086
1087,10.25,Cash,Completed,TXN001087
1088,7.75,Cash,Completed,TXN001088
1089,15.0,App,Completed,TXN001089
1090,8.5,Card,Completed,TXN001090
1091,13.75,App,Completed,TXN001091
1092,10.0,Card,Completed,TXN001092
1093,3.0,Card,Completed,TXN001093
1094,18.0,App,Completed,TXN001094
1095,11.75,Card,Completed,TXN001095
1096,19.25,Cash,Completed,TXN001096
1097,11.25,Card,Completed,TXN001097
1098,10.5,Cash,Completed,TXN001098
1099,10.0,App,Completed,TXN001099
1100,8.0,Cash,Completed,TXN001100
1101,2.75,Cash,Completed,TXN001101
1102,14.5,Card,Completed,TXN001102
1103,11.0,Cash,Completed,TXN001103
1104,17.0,Card,Completed,TXN001104
1105,15.0,Cash,Completed,TXN001105
1106,4.25,Cash,Completed,TXN001106
1107,16.75,Cash,Completed,TXN001107
1108,4.5,Cash,Completed,TXN001108
1109,6.0,Cash,Completed,TXN001109
1110,13.75,App,Completed,TXN001110
1111,5.5,Card,Completed,TXN001111
1112,14.5,Cash,Completed,TXN001112
1113,11.25,Card,Completed,TXN001113
1114,19.25,Card,Completed,TXN001114
1115,4.0,Cash,Completed,TXN001115
1116,12.0,Card,Completed,TXN001116
1117,4.25,App,Completed,TXN001117
1118,10.25,Cash,Completed,TXN001118
1119,13.75,App,Completed,TXN001119
1120,22.75,Card,Completed,TXN001120
1121,13.75,Cash,Completed,TXN001121
1122,5.25,App,Completed,TXN001122
1123,14.25,Cash,Completed,TXN001123
1124,3.25,Cash,Completed,TXN001124
1125,14.5,Card,Completed,TXN001125
1126,10.25,App,Completed,TXN001126
1127,7.5,App,Completed,TXN001127
1128,21.0,App,Completed,TXN001128
1129,8.0,App,Completed,TXN001129
1130,4.75,Card,Completed,TXN001130
1131,4.25,App,Completed,TXN001131
1132,10.5,App,Completed,TXN001132
1133,4.0,Cash,Completed,TXN001133
1134,4.5,App,Completed,TXN001134
1135,9.0,Cash,Completed,TXN001135
1136,3.25,Card,Completed,TXN001136
1137,6.5,App,Completed,TXN001137
1138,7.0,Cash,Completed,TXN001138
1139,2.75,App,Completed,TXN001139
1140,11.0,App,Completed,TXN001140
1141,7.0,App,Completed,TXN001141
1142,5.25,Card,Completed,TXN001142
1143,4.25,Card,Completed,TXN001143
1144,2.75,Cash,Completed,TXN001144
1145,18.75,Cash,Completed,TXN001145
1146,18.0,Card,Completed,TXN001146
1147,18.5,App,Completed,TXN001147
1148,7.5,Cash,Completed,TXN001148
1149,10.0,Card,Completed,TXN001149
1150,10.75,Cash,Completed,TXN001150
1151,15.0,Cash,Completed,TXN001151
1152,3.0,Card,Completed,TXN001152
1153,11.25,Card,Completed,TXN001153
1154,21.0,App,Completed,TXN001154
1155,4.75,App,Completed,TXN001155
1156,8.25,Cash,Completed,TXN001156
1157,12.25,Cash,Completed,TXN001157
1158,17.0,App,Completed,TXN001158
1159,14.5,App,Completed,TXN001159
1160,14.0,App,Completed,TXN001160
1161,8.75,App,Completed,TXN001161
1162,3.25,Cash,Completed,TXN001162
1163,3.0,Card,Completed,TXN001163
1164,9.75,Cash,Completed,TXN001164
1165,10.5,App,Completed,TXN001165
1166,17.25,Cash,Completed,TXN001166
1167,8.0,Card,Completed,TXN001167
1168,18.5,Card,Completed,TXN001168
1169,9.0,App,Completed,TXN001169
1170,19.5,App,Completed,TXN001170
1171,17.75,App,Completed,TXN001171
1172,23.5,Card,Completed,TXN001172
1173,11.5,Card,Completed,TXN001173
1174,5.25,Cash,Completed,TXN001174
1175,6.5,Card,Completed,TXN001175
1176,7.0,Cash,Completed,TXN001176
1177,10.25,Cash,Completed,TXN001177
1178,14.25,Cash,Completed,TXN001178
1179,12.75,Cash,Completed,TXN001179
1180,17.25,App,Completed,TXN001180
1181,16.75,Card,Completed,TXN001181
1182,10.5,Cash,Completed,TXN001182
1183,11.75,Card,Completed,TXN001183
1184,12.25,App,Completed,TXN001184
1185,17.0,Card,Completed,TXN001185
1186,4.25,Card,Completed,TXN001186
1187,6.5,Cash,Completed,TXN001187
1188,4.75,Card,Completed,TXN001188
1189,9.0,App,Completed,TXN001189
1190,20.25,Cash,Completed,TXN001190
1191,18.5,Cash,Completed,TXN001191
1192,16.25,Card,Completed,TXN001192
1193,20.5,Cash,Completed,TXN001193
1194,11.25,App,Completed,TXN001194
1195,3.25,Card,Completed,TXN001195
1196,3.0,Cash,Completed,TXN001196
1197,11.0,Card,Completed,TXN001197
1198,15.0,App,Completed,TXN001198
1199,8.75,Cash,Completed,TXN001199
1200,3.25,Cash,Completed,TXN001200
1201,4.0,App,Completed,TXN001201
1202,14.75,App,Completed,TXN001202
1203,15.75,App,Completed,TXN001203
1204,8.25,Cash,Completed,TXN001204
1205,13.25,Card,Completed,TXN001205
1206,4.25,Cash,Completed,TXN001206
1207,12.5,App,Completed,TXN001207
1208,7.0,Cash,Completed,TXN001208
1209,17.0,Card,Completed,TXN001209
1210,3.25,App,Completed,TXN001210
1211,21.0,App,Completed,TXN001211
1212,13.25,App,Completed,TXN001212
1213,11.25,App,Completed,TXN001213
1214,8.25,Cash,Completed,TXN001214
1215,19.0,App,Completed,TXN001215
1216,9.75,App,Completed,TXN001216
1217,14.75,App,Completed,TXN001217
1218,16.75,App,Completed,TXN001218
1219,11.25,Card,Completed,TXN001219
1220,4.75,Cash,Completed,TXN001220
1221,17.5,App,Completed,TXN001221
1222,14.75,Cash,Completed,TXN001222
1223,2.75,App,Completed,TXN001223
1224,10.0,App,Completed,TXN001224
1225,20.0,Card,Completed,TXN001225
1226,15.5,App,Completed,TXN001226
1227,11.75,Cash,Completed,TXN001227
1228,3.0,App,Completed,TXN001228
1229,19.75,Card,Completed,TXN001229
1230,16.25,App,Completed,TXN001230
1231,7.25,Cash,Completed,TXN001231
1232,9.25,Cash,Completed,TXN001232
1233,21.5,App,Completed,TXN001233
1234,7.25,App,Completed,TXN001234
1235,2.75,Cash,Completed,TXN001235
1236,11.25,Cash,Completed,TXN001236
1237,6.5,Cash,Completed,TXN001237
1238,15.5,Card,Completed,TXN001238
1239,5.25,App,Completed,TXN001239
1240,12.75,Cash,Completed,TXN001240
1241,11.0,App,Completed,TXN001241
1242,2.75,App,Completed,TXN001242
1243,14.75,Card,Completed,TXN001243
1244,12.5,App,Completed,TXN001244
1245,4.5,Card,Completed,TXN001245
1246,15.25,Cash,Completed,TXN001246
1247,7.0,App,Completed,TXN001247
1248,19.0,App,Completed,TXN001248
1249,11.25,App,Completed,TXN001249
1250,5.25,Card,Completed,TXN001250
1251,5.25,App,Completed,TXN001251
1252,8.5,Cash,Completed,TXN001252
1253,8.0,Card,Completed,TXN001253
1254,4.0,Card,Completed,TXN001254
1255,10.5,Cash,Completed,TXN001255
1256,16.75,App,Completed,TXN001256
1257,18.0,Cash,Completed,TXN001257
1258,2.75,Cash,Completed,TXN001258
1259,17.0,Card,Completed,TXN001259
1260,11.5,App,Completed,TXN001260
1261,20.0,Card,Completed,TXN001261
1262,4.0,App,Completed,TXN001262
1263,14.0,Cash,Completed,TXN001263
1264,17.75,App,Completed,TXN001264
1265,14.0,Cash,Completed,TXN001265
1266,5.25,Cash,Completed,TXN001266
1267,14.5,Cash,Completed,TXN001267
1268,4.0,App,Completed,TXN001268
1269,6.5,Cash,Completed,TXN001269
1270,18.5,Card,Completed,TXN001270
1271,6.5,Cash,Completed,TXN001271
1272,9.0,Card,Completed,TXN001272
1273,17.5,Card,Completed,TXN001273
1274,12.75,Card,Completed,TXN001274
1275,7.0,Card,Completed,TXN001275
1276,11.0,Card,Completed,TXN001276
1277,12.5,App,Completed,TXN001277
1278,11.25,Card,Completed,TXN001278
1279,18.75,Card,Completed,TXN001279
1280,4.25,Card,Completed,TXN001280
1281,11.75,Card,Completed,TXN001281
1282,4.75,Cash,Completed,TXN001282
1283,14.0,App,Completed,TXN001283
1284,14.5,Cash,Completed,TXN001284
1285,17.0,Card,Completed,TXN001285
1286,9.75,Cash,Completed,TXN001286
1287,17.75,Card,Completed,TXN001287
1288,3.25,Cash,Completed,TXN001288
1289,10.75,Card,Completed,TXN001289
1290,18.0,Card,Completed,TXN001290
1291,17.25,Card,Completed,TXN001291
1292,12.25,Cash,Completed,TXN001292
1293,16.25,Card,Completed,TXN001293
1294,11.75,Cash,Completed,TXN001294
1295,17.75,Cash,Completed,TXN001295
1296,10.5,Cash,Completed,TXN001296
1297,8.75,App,Completed,TXN001297
1298,20.5,App,Completed,TXN001298
1299,8.5,Cash,Completed,TXN001299
1300,5.25,Cash,Completed,TXN001300
1301,4.75,App,Completed,TXN001301
1302,6.5,App,Completed,TXN001302
1303,21.75,Cash,Completed,TXN001303
1304,18.25,App,Completed,TXN001304
1305,14.25,Cash,Completed,TXN001305
1306,18.0,App,Completed,TXN001306
1307,10.0,Card,Completed,TXN001307
1308,9.25,Card,Completed,TXN001308
1309,18.0,Cash,Completed,TXN001309
1310,22.75,Card,Completed,TXN001310
1311,16.75,Card,Completed,TXN001311
1312,9.25,Cash,Completed,TXN001312
1313,21.0,Cash,Completed,TXN001313
1314,12.5,Card,Completed,TXN001314
1315,9.25,Cash,Completed,TXN001315
1316,13.0,Cash,Completed,TXN001316
1317,4.0,App,Completed,TXN001317
1318,7.0,Card,Completed,TXN001318
1319,16.25,Cash,Completed,TXN001319
1320,15.0,App,Completed,TXN001320
1321,16.0,Card,Completed,TXN001321
1322,14.5,Card,Completed,TXN001322
1323,10.25,Cash,Completed,TXN001323
1324,20.5,Cash,Completed,TXN001324
1325,17.75,App,Completed,TXN001325
1326,4.0,Card,Completed,TXN001326
1327,8.5,App,Completed,TXN001327
1328,3.0,App,Completed,TXN001328
1329,8.75,App,Completed,TXN001329
1330,15.75,App,Completed,TXN001330
1331,20.0,Cash,Completed,TXN001331
1332,15.5,Cash,Completed,TXN001332
1333,21.0,App,Completed,TXN001333
1334,7.0,App,Completed,TXN001334
1335,4.25,Cash,Completed,TXN001335
1336,6.5,Cash,Completed,TXN001336
1337,12.75,Card,Completed,TXN001337
1338,14.5,Cash,Completed,TXN001338
1339,3.25,App,Completed,TXN001339
1340,11.5,Card,Completed,TXN001340
1341,3.25,Cash,Completed,TXN001341
1342,10.25,App,Completed,TXN001342
1343,17.75,Cash,Completed,TXN001343
1344,17.0,Card,Completed,TXN001344
1345,18.75,App,Completed,TXN001345
1346,2.75,App,Completed,TXN001346
1347,9.75,Card,Completed,TXN001347
1348,4.75,Cash,Completed,TXN001348
1349,12.25,App,Completed,TXN001349
1350,12.0,App,Completed,TXN001350
1351,8.25,Card,Completed,TXN001351
1352,17.0,Card,Completed,TXN001352
1353,8.25,Cash,Completed,TXN001353
1354,10.75,App,Completed,TXN001354
1355,20.25,Card,Completed,TXN001355
1356,16.5,Card,Completed,TXN001356
1357,8.25,Cash,Completed,TXN001357
1358,18.75,Cash,Completed,TXN001358
1359,12.5,Card,Completed,TXN001359
1360,15.25,App,Completed,TXN001360
1361,2.75,Cash,Completed,TXN001361
1362,4.0,Card,Completed,TXN001362
1363,10.75,App,Completed,TXN001363
1364,22.25,App,Completed,TXN001364
1365,8.75,Card,Completed,TXN001365
1366,2.75,Card,Completed,TXN001366
1367,11.75,App,Completed,TXN001367
1368,19.75,Card,Completed,TXN001368
1369,17.0,Cash,Completed,TXN001369
1370,2.75,App,Completed,TXN001370
1371,4.25,Card,Completed,TXN001371
1372,8.25,App,Completed,TXN001372
1373,9.25,Cash,Completed,TXN001373
1374,8.25,Cash,Completed,TXN001374
1375,9.25,Cash,Completed,TXN001375
1376,6.5,Cash,Completed,TXN001376
1377,7.75,App,Completed,TXN001377
1378,12.0,App,Completed,TXN001378
1379,7.0,App,Completed,TXN001379
1380,7.0,Cash,Completed,TXN001380
1381,11.25,Card,Completed,TXN001381
1382,2.75,App,Completed,TXN001382
1383,11.5,Cash,Completed,TXN001383
1384,9.5,Card,Completed,TXN001384
1385,18.5,App,Completed,TXN001385
1386,3.25,Card,Completed,TXN001386
1387,4.25,App,Completed,TXN001387
1388,7.0,Cash,Completed,TXN001388
1389,14.0,Cash,Completed,TXN001389
1390,4.25,Cash,Completed,TXN001390
1391,11.25,Cash,Completed,TXN001391
1392,6.5,Card,Completed,TXN001392
1393,19.5,Card,Completed,TXN001393
1394,12.0,Card,Completed,TXN001394
1395,17.75,Card,Completed,TXN001395
1396,14.75,Cash,Completed,TXN001396
1397,11.75,App,Completed,TXN001397
1398,7.5,Cash,Completed,TXN001398
1399,18.75,Card,Completed,TXN001399
1400,14.25,App,Completed,TXN001400
1401,6.5,Cash,Completed,TXN001401
1402,4.0,Cash,Completed,TXN001402
1403,19.0,App,Completed,TXN001403
1404,19.0,Card,Completed,TXN001404
1405,11.75,App,Completed,TXN001405
1406,18.0,Cash,Completed,TXN001406
1407,14.0,Cash,Completed,TXN001407
1408,12.25,Cash,Completed,TXN001408
1409,10.75,Card,Completed,TXN001409
1410,11.75,Cash,Completed,TXN001410
1411,12.0,Card,Completed,TXN001411
1412,18.25,App,Completed,TXN001412
1413,18.5,Cash,Completed,TXN001413
1414,16.5,Card,Completed,TXN001414
1415,14.75,App,Completed,TXN001415
1416,11.5,App,Completed,TXN001416
1417,15.25,App,Completed,TXN001417
1418,5.75,Card,Completed,TXN001418
1419,15.5,App,Completed,TXN001419
1420,8.25,Cash,Completed,TXN001420
1421,11.25,Cash,Completed,TXN001421
1422,19.5,App,Completed,TXN001422
1423,16.0,Cash,Completed,TXN001423
1424,11.25,App,Completed,TXN001424
1425,10.25,App,Completed,TXN001425
1426,3.25,App,Completed,TXN001426
1427,7.5,Card,Completed,TXN001427
1428,14.25,Cash,Completed,TXN001428
1429,9.75,App,Completed,TXN001429
1430,7.5,Cash,Completed,TXN001430
1431,16.75,App,Completed,TXN001431
1432,9.0,App,Completed,TXN001432
1433,2.75,Card,Completed,TXN001433
1434,2.75,Card,Completed,TXN001434
1435,10.75,App,Completed,TXN001435
1436,3.0,Card,Completed,TXN001436
1437,11.25,Cash,Completed,TXN001437
1438,16.0,App,Completed,TXN001438
1439,21.25,App,Completed,TXN001439
1440,6.5,App,Completed,TXN001440
1441,16.0,Card,Completed,TXN001441
1442,4.5,Cash,Completed,TXN001442
1443,6.0,App,Completed,TXN001443
1444,16.5,Card,Completed,TXN001444
1445,16.0,Card,Completed,TXN001445
1446,13.5,Cash,Completed,TXN001446
