OrderID,CustomerID,LocationID,PromoID,OrderDate,TotalAmount,PaymentType,OrderTime
489,170,3,2,2024-03-31,18.25,App,07:44:00
490,171,1,NULL,2024-01-15,8,Cash,10:15:00
491,171,1,1,2024-02-13,8.25,Cash,12:16:00
492,171,2,NULL,2024-03-10,18,Cash,14:24:00
493,171,1,1,2024-02-04,12.75,Card,10:10:00
494,172,1,1,2024-03-02,20.25,Cash,10:10:00
495,172,3,1,2024-03-01,17.25,Cash,13:38:00
496,172,3,1,2024-03-21,5.25,App,09:41:00
497,172,3,1,2024-03-22,4.25,Cash,07:37:00
498,172,1,2,2024-03-07,9.5,Cash,15:06:00
499,172,1,NULL,2024-03-12,9.75,App,17:34:00
500,172,1,NULL,2024-03-14,15.75,Cash,15:35:00
501,172,2,NULL,2024-03-19,12.75,Card,14:39:00
502,172,3,2,2024-03-15,8,Card,16:07:00
503,172,3,1,2024-03-17,15.75,App,11:40:00
504,173,3,2,2024-02-01,18.5,Card,11:20:00
505,173,3,NULL,2024-01-17,14,App,12:25:00
506,174,3,NULL,2024-02-07,14.5,Cash,07:50:00
507,174,3,2,2024-03-02,4,Cash,07:30:00
508,174,1,NULL,2024-02-19,4.75,Cash,16:50:00
509,175,3,1,2024-02-10,13,Cash,13:58:00
510,177,2,NULL,2024-03-29,6.5,Card,13:38:00
511,178,2,NULL,2024-03-06,17,Card,07:14:00
512,178,3,2,2024-03-31,12,App,13:18:00
513,178,1,NULL,2024-03-26,6.5,Cash,10:01:00
514,178,2,2,2024-03-05,19.5,Cash,12:50:00
515,179,1,1,2024-03-31,16,App,09:15:00
516,181,1,1,2024-03-25,11.5,Cash,16:01:00
517,182,3,NULL,2024-03-30,16.75,App,13:21:00
518,183,3,2,2024-03-23,17.25,Card,14:29:00
519,183,2,1,2024-03-28,8.75,App,09:06:00
520,184,3,2,2024-03-21,18,App,07:20:00
521,184,2,NULL,2024-03-23,4.75,Cash,07:13:00
522,184,2,NULL,2024-03-28,5.25,Cash,08:39:00
523,184,3,NULL,2024-03-22,10.75,App,08:22:00
524,185,3,NULL,2024-03-15,6.75,Cash,11:01:00
525,185,3,2,2024-03-11,12.25,Cash,08:51:00
526,185,3,NULL,2024-03-15,12.75,Cash,12:35:00
527,185,1,1,2024-01-21,4,App,08:17:00
528,186,3,2,2024-03-19,9.75,App,15:35:00
529,186,3,NULL,2024-03-20,19.75,Card,08:13:00
530,186,2,1,2024-03-12,7.25,Card,07:00:00
531,186,3,NULL,2024-02-13,16.25,Card,11:04:00
532,186,2,2,2024-03-18,13.5,App,19:39:00
533,187,2,NULL,2024-02-28,19,Card,17:21:00
534,187,3,1,2024-02-13,17.5,App,20:20:00
535,187,3,1,2024-01-25,4.75,Cash,07:40:00
536,187,3,NULL,2024-03-08,18,Card,14:01:00
537,188,2,NULL,2024-02-26,10.5,App,08:14:00
538,189,2,2,2024-03-07,10,App,07:47:00
539,191,2,2,2024-03-22,7.75,Card,07:54:00
540,191,2,NULL,2024-03-31,15.25,App,08:31:00
541,191,1,1,2024-03-17,8.75,Cash,11:49:00
542,192,3,NULL,2024-01-29,9.25,Card,15:44:00
543,193,3,2,2024-03-27,10,Card,10:56:00
544,193,1,NULL,2024-03-06,18.25,Card,16:46:00
545,193,3,NULL,2024-03-25,11.5,Card,11:56:00
546,193,1,2,2024-02-21,22.75,Cash,14:31:00
547,193,3,2,2024-03-08,18.5,App,18:49:00
548,193,2,2,2024-02-19,14.5,Cash,14:19:00
549,194,2,1,2024-03-26,12.5,App,16:54:00
550,194,3,2,2024-03-25,22.25,App,14:10:00
551,194,3,NULL,2024-03-26,13,App,09:58:00
552,194,1,NULL,2024-03-22,6.5,Cash,14:22:00
553,194,1,1,2024-03-26,11.25,App,17:57:00
554,194,1,NULL,2024-03-29,4.5,Card,14:59:00
555,194,3,2,2024-03-23,8.75,Card,16:07:00
556,194,2,NULL,2024-03-25,14,Cash,14:01:00
557,194,1,NULL,2024-03-23,13,Cash,14:29:00
558,195,2,2,2024-01-20,8,Card,11:47:00
559,195,3,NULL,2024-01-20,10.25,Cash,10:46:00
560,195,3,NULL,2024-01-24,16,App,14:52:00
561,195,3,1,2024-01-09,16.75,App,13:09:00
562,195,3,1,2024-01-06,6,Cash,11:52:00
563,195,1,2,2024-02-27,18,App,08:24:00
564,196,2,1,2024-03-24,10.25,Card,15:15:00
565,197,3,NULL,2024-02-08,20.5,Cash,10:12:00
566,198,2,2,2024-03-01,2.75,App,18:11:00
567,199,1,NULL,2024-03-21,4.75,Card,16:40:00
568,199,2,NULL,2024-03-22,20,Cash,08:04:00
569,199,1,NULL,2024-03-17,10.75,Cash,12:07:00
570,199,3,2,2024-03-22,10,App,18:09:00
571,200,2,NULL,2024-03-05,17.25,App,08:48:00
572,200,1,NULL,2024-02-28,15.75,App,08:43:00
573,200,3,NULL,2024-03-07,6.5,Card,14:50:00
574,200,3,NULL,2024-03-27,6,Card,13:38:00
575,201,2,NULL,2024-03-17,13,Card,11:32:00
576,201,2,NULL,2024-02-23,11.75,Card,07:24:00
577,201,3,2,2024-03-13,7.75,Card,17:09:00
578,201,1,2,2024-02-19,9.5,App,12:53:00
579,201,1,NULL,2024-02-14,4.75,Card,07:13:00
580,201,2,2,2024-03-05,9.5,App,08:40:00
581,201,3,2,2024-03-04,9,Cash,07:32:00
582,201,3,2,2024-02-10,4,Card,09:21:00
583,201,2,NULL,2024-03-11,11.5,Card,12:14:00
584,202,3,NULL,2024-02-29,17.5,App,12:28:00
585,202,1,2,2024-02-04,14.5,App,10:03:00
586,202,2,NULL,2024-03-27,18,Cash,16:03:00
587,202,1,NULL,2024-01-29,7.25,App,07:36:00
588,202,3,NULL,2024-03-12,11.25,Card,07:14:00
589,202,2,NULL,2024-03-21,12.5,Cash,09:39:00
590,202,1,2,2024-02-16,8.5,Card,16:15:00
591,202,2,2,2024-02-01,3.25,App,09:35:00
592,203,1,1,2024-03-27,11.75,Cash,12:28:00
593,203,2,1,2024-03-17,7.75,Card,12:56:00
594,205,2,1,2024-03-21,8.75,Card,19:27:00
595,206,3,NULL,2024-03-14,3.25,App,16:28:00
596,206,2,2,2024-03-31,15.5,Card,11:49:00
597,207,3,NULL,2024-03-03,19.5,Card,20:25:00
598,208,2,NULL,2024-03-31,23.25,App,12:57:00
599,208,3,2,2024-03-30,7,App,08:19:00
600,209,1,1,2024-02-08,11.25,Cash,08:01:00
601,209,1,2,2024-03-27,7.5,Cash,11:07:00
602,210,2,NULL,2024-03-25,3.25,App,08:23:00
603,210,3,NULL,2024-03-31,12,Cash,08:57:00
604,210,3,NULL,2024-03-23,12.75,Card,12:36:00
605,211,2,NULL,2024-03-08,14,Cash,12:30:00
606,211,3,NULL,2024-02-06,8,App,14:32:00
607,211,1,2,2024-03-23,8,App,10:31:00
608,211,2,2,2024-03-05,10.25,App,08:47:00
609,212,3,2,2024-03-20,14,Card,17:08:00
610,213,2,NULL,2024-02-16,17.25,Card,11:46:00
611,215,1,NULL,2024-02-20,14.5,App,12:57:00
612,215,2,2,2024-03-23,4,Cash,07:10:00
613,215,1,NULL,2024-02-24,10.75,Card,09:50:00
614,215,2,2,2024-03-08,17,App,10:46:00
615,216,2,1,2024-03-29,4.25,Cash,09:18:00
616,217,3,1,2024-03-04,8.5,Card,11:02:00
617,219,1,1,2024-03-23,16.5,Cash,16:41:00
618,220,1,2,2024-03-25,11,Cash,07:36:00
619,220,1,2,2024-03-19,9.25,Cash,13:25:00
620,220,1,1,2024-03-20,15.25,App,12:33:00
621,221,3,2,2024-03-20,4.25,Card,16:57:00
622,221,1,NULL,2024-03-30,19.25,Cash,14:29:00
623,221,2,NULL,2024-03-08,9.25,Card,08:12:00
624,221,1,2,2024-03-05,7,App,11:02:00
625,222,3,NULL,2024-03-13,10.75,App,12:05:00
626,223,2,1,2024-01-22,18,Cash,07:36:00
627,224,2,NULL,2024-03-28,17,Cash,17:55:00
628,226,1,2,2024-03-07,3,App,12:16:00
629,226,3,2,2024-03-10,13.5,Cash,08:36:00
630,227,1,1,2024-03-10,15.75,Cash,09:44:00
631,227,3,2,2024-03-24,6,App,07:59:00
632,228,3,2,2024-03-31,4,App,08:39:00
633,229,1,1,2024-03-17,16.75,Card,07:39:00
634,229,3,1,2024-03-29,19,Cash,13:00:00
635,229,2,NULL,2024-03-06,9.25,Card,07:50:00
636,229,2,NULL,2024-03-12,8.75,Card,16:13:00
637,230,3,NULL,2024-03-31,9.25,Card,07:37:00
638,231,2,1,2024-03-27,14.25,App,12:55:00
639,231,2,NULL,2024-02-28,11,Card,07:03:00
640,231,2,1,2024-02-08,9.75,Cash,10:17:00
641,233,3,NULL,2024-03-02,19.75,App,16:07:00
642,233,2,1,2024-01-09,15.5,Cash,13:33:00
643,233,2,1,2024-02-27,4.5,Card,08:54:00
644,233,1,NULL,2024-01-29,8.25,App,07:26:00
645,233,1,2,2024-01-28,4.5,Card,11:34:00
646,233,2,NULL,2024-01-09,7.5,Cash,12:06:00
647,233,3,NULL,2024-03-24,16,App,09:44:00
648,233,3,NULL,2024-02-06,4.75,Card,13:14:00
649,233,3,NULL,2024-01-27,11.75,Card,13:51:00
650,233,3,1,2024-03-30,16,Cash,11:42:00
651,234,1,NULL,2024-03-27,9.25,App,07:19:00
652,234,3,NULL,2024-03-28,13.5,Card,09:51:00
653,235,2,NULL,2024-02-05,6,App,10:51:00
654,235,1,NULL,2024-02-29,18.25,App,12:09:00
655,237,3,NULL,2024-02-20,2.75,App,09:40:00
656,237,1,1,2024-03-11,20.5,Cash,16:30:00
657,237,2,2,2024-03-17,11,Cash,08:42:00
658,238,1,2,2024-03-15,3.25,App,08:25:00
659,238,3,NULL,2024-03-28,4.25,App,13:03:00
660,238,2,NULL,2024-03-26,7.25,App,11:05:00
661,238,2,2,2024-03-16,5.25,Card,09:40:00
662,238,3,1,2024-03-27,12.5,Cash,08:25:00
663,238,2,1,2024-03-26,11,App,12:00:00
664,239,1,NULL,2024-03-30,4.5,App,07:53:00
665,240,3,NULL,2024-03-28,15.75,Card,13:35:00
666,241,1,2,2024-03-31,22.25,App,13:18:00
667,242,3,NULL,2024-03-25,3.25,App,11:50:00
668,242,1,2,2024-03-28,16.25,Cash,17:36:00
669,242,1,1,2024-02-16,9.75,Card,14:34:00
670,243,2,2,2024-03-02,24.75,Card,13:18:00
671,243,2,2,2024-01-30,14.25,Cash,14:37:00
672,244,1,1,2024-01-17,2.75,Cash,17:57:00
673,244,1,1,2024-02-18,9,Cash,10:04:00
674,245,3,NULL,2024-03-03,4,Cash,09:45:00
675,245,2,NULL,2024-02-26,12.75,Card,12:55:00
676,246,1,2,2024-02-25,2.75,App,16:57:00
677,246,3,1,2024-03-07,6.5,Cash,08:14:00
678,246,3,NULL,2024-02-09,16.25,App,09:18:00
679,246,3,1,2024-02-16,23.25,Cash,13:55:00
680,247,2,2,2024-03-02,9.25,App,07:39:00
681,248,2,2,2024-03-14,16.5,Card,09:09:00
682,249,3,1,2024-03-30,6.5,App,09:03:00
683,249,3,2,2024-03-29,10,App,14:42:00
684,249,3,NULL,2024-03-29,19,Cash,15:04:00
685,250,1,NULL,2024-03-31,16,App,09:02:00
686,250,3,1,2024-03-25,15.75,App,14:34:00
687,250,2,NULL,2024-03-29,13.25,Cash,07:50:00
688,250,1,NULL,2024-03-26,5.25,Card,13:18:00
689,250,2,2,2024-03-27,16.5,Cash,07:12:00
690,250,1,1,2024-03-25,9.5,Cash,14:28:00
691,250,1,1,2024-03-24,10.5,Card,07:09:00
692,250,1,NULL,2024-03-31,9.25,Cash,10:00:00
693,250,1,1,2024-03-30,19,App,09:38:00
694,251,3,2,2024-02-26,8.5,App,07:41:00
695,251,1,NULL,2024-02-09,13.75,Card,08:06:00
696,251,1,1,2024-03-23,2.75,Cash,17:50:00
697,252,1,NULL,2024-03-30,13.25,Cash,15:26:00
698,252,3,NULL,2024-03-22,5.25,App,14:14:00
699,252,3,1,2024-03-25,16.75,Cash,13:15:00
700,252,2,2,2024-03-27,13.75,Card,10:34:00
701,254,3,NULL,2024-03-03,17.5,Cash,09:10:00
702,254,2,2,2024-03-23,4.25,Cash,15:06:00
703,254,2,NULL,2024-03-21,15,App,10:58:00
704,254,2,NULL,2024-03-23,4.25,Cash,16:44:00
705,254,2,NULL,2024-03-18,3.25,App,14:56:00
706,254,3,1,2024-02-26,4.5,Cash,09:15:00
707,254,1,NULL,2024-02-24,20,App,08:38:00
708,254,1,1,2024-02-29,13,App,15:48:00
709,254,1,2,2024-03-05,6,Cash,15:32:00
710,255,3,NULL,2024-03-26,16.5,Card,09:23:00
711,255,3,1,2024-03-05,7.25,Cash,07:46:00
712,255,3,NULL,2024-02-12,22.75,Card,12:48:00
713,255,1,1,2024-02-15,16,Cash,13:13:00
714,255,1,NULL,2024-03-25,14.75,Cash,13:01:00
715,255,2,2,2024-02-24,7.5,Card,17:50:00
716,255,2,NULL,2024-03-29,15.5,Card,07:54:00
717,255,3,1,2024-03-04,4.5,Cash,09:14:00
718,255,1,1,2024-03-21,9.25,Card,11:30:00
719,256,3,NULL,2024-03-29,4,App,09:33:00
720,256,3,1,2024-03-22,17,Cash,10:10:00
721,256,1,NULL,2024-03-24,18,Cash,15:37:00
722,256,3,2,2024-03-17,8.5,App,11:33:00
723,256,1,2,2024-03-17,10,Card,12:31:00
724,256,2,1,2024-03-31,10.25,App,09:29:00
725,256,2,2,2024-03-27,5.25,Card,14:17:00
726,256,1,NULL,2024-03-13,6.5,Card,13:35:00
727,256,1,2,2024-03-16,20.5,App,12:25:00
728,257,2,2,2024-03-21,4.25,Cash,14:55:00
729,257,2,NULL,2024-02-08,15.5,Card,08:47:00
730,258,3,NULL,2024-03-31,7.75,Card,13:24:00
731,258,2,NULL,2024-03-28,11.5,App,13:09:00
732,258,2,NULL,2024-03-29,11.75,App,12:43:00
733,258,3,2,2024-03-29,14.5,App,08:10:00
734,258,3,2,2024-03-27,14.25,App,14:18:00
735,258,3,1,2024-03-27,4.5,Cash,17:21:00
736,258,3,NULL,2024-03-30,16.75,Cash,16:06:00
737,258,1,NULL,2024-03-27,16,Card,15:57:00
738,259,2,NULL,2024-03-25,14.25,App,13:28:00
739,260,2,2,2024-03-15,3.25,Cash,12:57:00
740,261,2,2,2024-03-13,3,App,09:10:00
741,261,2,NULL,2024-03-21,13.5,Cash,12:05:00
742,261,3,NULL,2024-03-24,14.25,App,08:14:00
743,261,2,NULL,2024-03-31,9.25,Cash,16:55:00
744,261,2,NULL,2024-03-21,3,Cash,07:43:00
745,261,1,2,2024-03-21,19.75,App,14:09:00
746,261,2,NULL,2024-03-17,4.5,App,14:41:00
747,261,3,NULL,2024-03-26,6.25,Cash,15:48:00
748,262,2,2,2024-03-09,15.75,App,13:53:00
749,262,1,1,2024-03-01,3.25,Card,07:12:00
750,263,1,NULL,2024-03-12,21,Card,08:40:00
751,264,3,2,2024-02-11,13,App,07:44:00
752,264,1,NULL,2024-01-08,8.25,Card,13:18:00
753,265,2,NULL,2024-03-01,4,App,12:46:00
754,265,1,2,2024-03-22,4.5,Cash,10:40:00
755,267,2,2,2024-03-19,9.25,Card,08:41:00
756,267,2,1,2024-03-23,4.5,Card,14:57:00
757,267,3,2,2024-03-26,20.5,Cash,11:40:00
758,267,2,2,2024-02-26,18.25,Cash,14:33:00
759,268,1,2,2024-02-23,18.5,Cash,12:15:00
760,268,3,NULL,2024-02-13,9.25,Cash,14:33:00
761,268,2,NULL,2024-02-15,7.5,Cash,07:52:00
762,269,3,NULL,2024-03-31,9.25,Cash,14:44:00
763,269,1,NULL,2024-03-25,15.25,App,12:13:00
764,269,1,2,2024-03-18,3.25,Card,19:32:00
765,269,2,NULL,2024-03-25,3,Card,14:44:00
766,269,2,NULL,2024-03-22,10,Cash,08:09:00
767,269,2,NULL,2024-03-15,11.5,Cash,14:38:00
768,269,2,1,2024-03-19,14,Cash,08:47:00
769,269,3,NULL,2024-03-17,6.5,App,13:00:00
770,269,1,NULL,2024-03-25,7,Card,12:15:00
771,269,1,NULL,2024-03-16,7,App,14:54:00
772,270,3,NULL,2024-03-29,5.5,Cash,14:45:00
773,270,1,2,2024-02-28,17.5,Card,09:57:00
774,270,3,NULL,2024-03-06,8.75,Card,07:46:00
775,270,3,NULL,2024-03-23,16,Card,11:36:00
776,271,3,NULL,2024-03-19,18.75,Cash,07:14:00
777,271,2,2,2024-02-27,6.25,Cash,20:55:00
778,271,1,NULL,2024-03-13,7,App,10:31:00
779,271,2,1,2024-03-08,9.75,Cash,10:01:00
780,271,3,2,2024-03-19,21.75,Card,13:24:00
781,271,2,1,2024-03-25,16.75,App,07:26:00
782,271,2,NULL,2024-03-20,16.75,Cash,10:02:00
783,272,3,NULL,2024-03-24,7,Card,10:33:00
784,272,2,1,2024-03-16,17.25,Card,13:38:00
785,272,3,1,2024-02-29,3,App,08:15:00
786,273,2,NULL,2024-03-26,17.5,App,13:43:00
787,274,2,NULL,2024-03-12,19.5,Cash,11:08:00
788,274,3,1,2024-03-28,15.25,Card,14:03:00
789,276,1,NULL,2024-03-03,15,Cash,11:31:00
790,276,3,1,2024-03-11,19.5,Cash,13:36:00
791,277,1,2,2024-03-25,14,Cash,13:35:00
792,277,3,2,2024-03-06,17,Card,15:54:00
793,277,3,NULL,2024-03-06,2.75,Cash,09:51:00
794,277,2,NULL,2024-03-28,2.75,Card,13:01:00
795,277,2,1,2024-03-15,16.25,Cash,15:45:00
796,278,2,NULL,2024-03-31,17.25,Card,09:18:00
797,278,1,2,2024-03-29,14,Cash,12:00:00
798,278,2,NULL,2024-03-31,13.5,Cash,13:55:00
799,279,3,NULL,2024-03-02,14.5,Cash,09:19:00
800,279,1,2,2024-03-21,11.75,App,16:55:00
801,279,3,1,2024-03-22,7,App,13:38:00
802,279,1,NULL,2024-02-28,13.5,App,10:22:00
803,280,3,NULL,2024-03-12,15.25,Card,09:58:00
804,280,1,1,2024-02-21,17.25,App,08:20:00
805,280,2,2,2024-02-11,7,Card,11:46:00
806,280,2,NULL,2024-02-08,4.5,Cash,07:49:00
807,281,1,NULL,2024-01-27,7.25,Cash,16:07:00
808,281,1,1,2024-03-19,6,Card,07:22:00
809,281,2,1,2024-02-11,6,Card,19:58:00
810,284,3,2,2024-03-19,4,App,10:45:00
811,284,2,2,2024-02-06,6.5,Cash,09:56:00
812,285,1,NULL,2024-03-27,11.25,Cash,07:22:00
813,285,3,2,2024-03-27,7,Cash,16:47:00
814,288,3,NULL,2024-03-30,6.5,Cash,14:42:00
815,288,3,NULL,2024-03-22,3,Cash,08:31:00
816,288,2,1,2024-03-31,19.75,Cash,12:36:00
817,288,1,NULL,2024-01-29,12.25,Card,14:54:00
818,289,2,NULL,2024-02-29,13.25,Cash,13:13:00
819,289,1,1,2024-02-01,16.5,App,07:44:00
820,289,1,NULL,2024-02-06,4.75,App,14:26:00
821,289,1,NULL,2024-02-21,23.75,Card,16:39:00
822,289,3,NULL,2024-01-13,6.5,App,10:21:00
823,289,1,2,2024-03-11,10.5,Cash,09:37:00
824,289,2,NULL,2024-01-18,15.25,Cash,08:17:00
825,289,3,NULL,2024-03-12,4.75,Cash,12:57:00
826,289,2,NULL,2024-03-06,9.25,App,12:57:00
827,290,1,2,2024-03-14,4,Card,12:43:00
828,291,3,NULL,2024-03-12,4.75,Card,11:00:00
829,291,3,NULL,2024-03-10,17,Card,12:30:00
830,291,1,NULL,2024-03-17,16.5,App,12:50:00
831,291,3,NULL,2024-03-24,10.5,App,11:15:00
832,292,2,NULL,2024-02-18,7,Cash,08:37:00
833,292,3,1,2024-02-13,3.25,Cash,09:10:00
834,294,3,2,2024-01-17,5.25,Card,07:08:00
835,294,1,1,2024-02-03,4.5,Cash,12:35:00
836,294,2,NULL,2024-01-17,13.75,Cash,14:19:00
837,294,1,NULL,2024-02-29,16.75,Cash,13:44:00
838,294,3,2,2024-03-30,6.5,App,17:37:00
839,294,1,NULL,2024-03-11,3.25,Card,14:33:00
840,294,3,NULL,2024-02-14,6.5,Card,16:59:00
841,294,2,2,2024-01-20,4.5,App,11:51:00
842,294,1,NULL,2024-03-20,11,App,11:22:00
843,294,2,NULL,2024-03-14,17.75,Card,11:26:00
844,295,3,2,2024-03-17,14.5,Card,13:35:00
845,295,1,NULL,2024-02-19,9,App,09:19:00
846,295,3,1,2024-03-16,22,Cash,14:20:00
847,297,2,1,2024-03-22,16,App,09:21:00
848,298,2,NULL,2024-03-09,8.25,Cash,14:25:00
849,299,2,NULL,2024-03-19,7.25,Card,17:57:00
850,300,3,1,2024-03-19,12,Cash,13:45:00
851,302,1,NULL,2024-02-20,11.25,Card,14:06:00
852,303,3,NULL,2024-03-22,13,Cash,13:42:00
853,305,2,1,2024-03-12,3,Card,15:49:00
854,305,1,NULL,2024-03-07,8.25,Cash,08:24:00
855,306,1,NULL,2024-02-16,8.5,Card,13:51:00
856,306,3,2,2024-01-26,2.75,Card,12:31:00
857,307,1,1,2024-03-27,11.75,Cash,12:01:00
858,307,3,NULL,2024-03-26,9.5,Card,13:03:00
859,307,3,1,2024-03-20,13.25,Cash,14:56:00
860,307,3,NULL,2024-03-17,12.25,App,14:00:00
861,307,3,NULL,2024-03-17,21,Cash,10:25:00
862,307,1,2,2024-03-17,20,App,09:48:00
863,308,3,2,2024-03-17,18.5,App,11:33:00
864,308,3,NULL,2024-03-29,10.5,App,10:37:00
865,309,1,2,2024-03-25,15.75,Cash,14:05:00
866,309,1,NULL,2024-03-29,16.25,Card,13:36:00
867,311,2,2,2024-03-17,16,Cash,12:12:00
868,311,1,2,2024-03-13,8.5,Card,13:11:00
869,311,1,NULL,2024-03-10,14.25,Cash,13:17:00
870,313,3,1,2024-03-25,14,Cash,10:39:00
871,313,3,1,2024-03-24,4,App,10:36:00
872,313,2,2,2024-03-26,6.5,Cash,16:22:00
873,314,1,NULL,2024-02-18,24,Card,13:49:00
874,314,2,2,2024-03-24,12.5,App,15:02:00
875,315,2,NULL,2024-03-12,13.25,Cash,08:46:00
876,315,3,2,2024-03-16,11.25,Card,17:30:00
877,315,3,1,2024-03-22,12.5,Cash,13:54:00
878,315,1,1,2024-03-03,16.25,Card,12:15:00
879,316,1,2,2024-03-01,13.25,Cash,09:28:00
880,316,3,NULL,2024-03-20,17,Card,15:39:00
881,317,1,1,2024-03-18,6.5,Card,12:53:00
882,317,2,NULL,2024-03-13,6,App,10:32:00
883,317,1,NULL,2024-03-21,19.5,Card,11:52:00
884,317,1,2,2024-03-15,17.75,Cash,11:37:00
885,317,1,2,2024-03-26,12.5,App,16:37:00
886,317,1,NULL,2024-03-22,17.75,Cash,07:45:00
887,317,3,NULL,2024-03-23,13.25,Card,19:31:00
888,319,3,2,2024-03-30,16.75,Cash,13:42:00
889,319,1,1,2024-03-17,16.25,Card,11:00:00
890,320,1,1,2024-03-18,20,Card,07:53:00
891,321,1,2,2024-01-29,14.5,App,13:50:00
892,321,1,NULL,2024-01-30,9.25,Cash,16:53:00
893,321,2,NULL,2024-03-14,10.75,Card,16:26:00
894,321,2,NULL,2024-03-12,4.75,Card,12:30:00
895,322,3,2,2024-03-22,7.5,App,14:25:00
896,323,2,NULL,2024-03-28,7,Card,07:33:00
897,323,2,NULL,2024-03-27,3.25,App,10:35:00
898,324,3,NULL,2024-03-14,18.5,Card,08:33:00
899,324,1,2,2024-03-17,3,Card,17:58:00
900,324,1,NULL,2024-03-21,8.75,App,13:33:00
901,324,1,2,2024-03-30,2.75,Card,18:45:00
902,325,3,2,2024-03-09,19.5,Card,13:02:00
903,325,2,NULL,2024-03-17,14.25,Card,07:34:00
904,326,3,1,2024-02-29,4.5,App,10:31:00
905,327,3,NULL,2024-03-26,8.5,Cash,12:38:00
906,327,2,2,2024-03-30,7,App,16:33:00
907,327,3,2,2024-03-30,2.75,Cash,15:36:00
908,327,3,2,2024-03-23,24,App,07:47:00
909,327,1,NULL,2024-03-31,4,Card,11:02:00
910,327,3,NULL,2024-03-25,3,Cash,10:14:00
911,327,2,1,2024-03-24,7.5,Cash,08:12:00
912,329,3,NULL,2024-03-28,12.75,Cash,14:05:00
913,329,3,NULL,2024-03-28,5.5,Cash,08:21:00
914,330,3,NULL,2024-02-02,20.5,Card,14:24:00
915,330,1,2,2024-03-29,5.25,Card,10:17:00
916,332,1,NULL,2024-01-09,11.5,App,11:36:00
917,332,3,1,2024-02-11,10.5,Cash,08:47:00
918,332,1,NULL,2024-02-11,15.25,App,07:51:00
919,332,1,2,2024-03-02,2.75,Cash,16:58:00
920,332,2,2,2024-02-08,18.25,Card,15:51:00
921,333,2,NULL,2024-01-10,16,Cash,14:26:00
922,333,3,1,2024-03-02,21,Card,09:38:00
923,333,3,2,2024-02-14,2.75,App,13:04:00
924,333,3,NULL,2024-01-22,8.25,Cash,15:22:00
925,334,2,2,2024-03-16,16.5,Cash,14:04:00
926,334,2,NULL,2024-02-15,17.5,Card,11:33:00
927,335,2,2,2024-03-31,9.5,App,13:01:00
928,335,1,2,2024-03-31,2.75,Card,07:35:00
929,335,3,NULL,2024-03-29,8.75,App,14:02:00
930,335,3,1,2024-03-25,9.5,Card,07:29:00
931,335,1,NULL,2024-03-30,3.25,Card,08:17:00
932,335,3,NULL,2024-03-23,7.5,App,09:51:00
933,335,2,1,2024-03-24,16.5,App,11:02:00
934,335,3,1,2024-03-16,9.25,App,11:58:00
935,335,3,NULL,2024-03-23,9.5,Cash,13:19:00
936,335,1,2,2024-03-16,15.75,App,07:10:00
937,336,1,NULL,2024-02-22,6.5,Cash,11:00:00
938,336,1,NULL,2024-03-14,4.25,Card,13:53:00
939,337,2,NULL,2024-02-29,8.5,Cash,12:50:00
940,337,2,1,2024-02-21,2.75,Card,13:16:00
941,337,3,2,2024-02-18,14.5,Card,14:00:00
942,337,1,NULL,2024-03-24,5.25,App,11:16:00
943,337,1,1,2024-03-13,17.25,Cash,10:00:00
944,338,2,1,2024-02-12,13.75,Card,15:40:00
945,338,1,2,2024-02-11,16.5,Card,13:15:00
946,339,2,2,2024-03-04,14,Cash,07:16:00
947,339,1,1,2024-03-14,19.75,App,12:45:00
948,339,2,2,2024-02-16,3.25,Cash,13:14:00
949,339,3,NULL,2024-03-08,4.25,Card,14:18:00
950,339,1,2,2024-03-28,11,Cash,16:44:00
951,339,3,NULL,2024-03-26,9.5,App,16:58:00
952,340,2,NULL,2024-02-09,6,App,14:15:00
953,341,3,NULL,2024-03-01,13.5,Cash,13:49:00
954,341,3,NULL,2024-02-13,2.75,Cash,14:38:00
955,342,3,2,2024-03-28,19,App,20:45:00
956,342,1,NULL,2024-03-06,14.5,Card,08:45:00
957,343,2,NULL,2024-03-20,14.75,App,09:21:00
958,343,2,1,2024-03-17,16,Cash,08:04:00
959,344,1,2,2024-03-13,13.5,App,10:49:00
960,345,3,NULL,2024-02-10,4.75,Cash,10:49:00
961,345,2,NULL,2024-02-27,16.5,App,09:20:00
962,345,2,2,2024-03-15,2.75,App,14:30:00
963,345,3,NULL,2024-02-10,4.25,Card,17:41:00
964,346,2,NULL,2024-03-01,7,App,14:49:00
965,346,2,2,2024-03-01,11,Cash,12:55:00
966,346,3,1,2024-03-14,10.25,Cash,13:43:00
967,346,1,NULL,2024-02-01,15.5,Cash,09:45:00
968,346,2,2,2024-02-05,14.75,App,14:51:00
969,346,3,NULL,2024-02-10,13.5,App,12:21:00
970,346,2,NULL,2024-02-28,4.5,App,09:40:00
971,346,2,NULL,2024-02-26,7,Card,07:11:00
972,346,2,2,2024-03-26,8.5,App,10:51:00
973,348,3,2,2024-03-29,6.5,Card,10:33:00
974,349,2,2,2024-03-17,12,App,14:30:00
975,349,1,NULL,2024-03-10,4.75,Cash,08:56:00
976,349,3,1,2024-03-21,4.75,Cash,13:16:00
977,349,2,2,2024-03-12,13.5,Cash,13:08:00
