LocationID,MenuItemID,SnapshotDate,OnHandQty
2,2,2024-03-01,68
2,2,2024-03-02,25
2,2,2024-03-03,56
2,2,2024-03-04,54
2,2,2024-03-05,14
2,2,2024-03-06,41
2,2,2024-03-07,27
2,2,2024-03-08,70
2,2,2024-03-09,21
2,2,2024-03-10,17
2,2,2024-03-11,68
2,2,2024-03-12,76
2,2,2024-03-13,47
2,2,2024-03-14,56
2,2,2024-03-15,27
2,2,2024-03-16,20
2,2,2024-03-17,74
2,2,2024-03-18,26
2,2,2024-03-19,66
2,2,2024-03-20,33
2,2,2024-03-21,59
2,2,2024-03-22,27
2,2,2024-03-23,68
2,2,2024-03-24,37
2,2,2024-03-25,54
2,2,2024-03-26,58
2,2,2024-03-27,43
2,2,2024-03-28,22
2,2,2024-03-29,27
2,2,2024-03-30,55
2,2,2024-03-31,54
2,2,2024-04-01,56
2,3,2024-01-01,48
2,3,2024-01-02,43
2,3,2024-01-03,35
2,3,2024-01-04,50
2,3,2024-01-05,80
2,3,2024-01-06,70
2,3,2024-01-07,67
2,3,2024-01-08,60
2,3,2024-01-09,37
2,3,2024-01-10,20
2,3,2024-01-11,64
2,3,2024-01-12,71
2,3,2024-01-13,40
2,3,2024-01-14,50
2,3,2024-01-15,76
2,3,2024-01-16,69
2,3,2024-01-17,64
2,3,2024-01-18,24
2,3,2024-01-19,70
2,3,2024-01-20,60
2,3,2024-01-21,68
2,3,2024-01-22,37
2,3,2024-01-23,39
2,3,2024-01-24,45
2,3,2024-01-25,77
2,3,2024-01-26,62
2,3,2024-01-27,55
2,3,2024-01-28,43
2,3,2024-01-29,76
2,3,2024-01-30,45
2,3,2024-01-31,63
2,3,2024-02-01,69
2,3,2024-02-02,78
2,3,2024-02-03,49
2,3,2024-02-04,33
2,3,2024-02-05,22
2,3,2024-02-06,66
2,3,2024-02-07,44
2,3,2024-02-08,51
2,3,2024-02-09,76
2,3,2024-02-10,51
2,3,2024-02-11,69
2,3,2024-02-12,32
2,3,2024-02-13,43
2,3,2024-02-14,61
2,3,2024-02-15,38
2,3,2024-02-16,34
2,3,2024-02-17,77
2,3,2024-02-18,42
2,3,2024-02-19,34
2,3,2024-02-20,34
2,3,2024-02-21,40
2,3,2024-02-22,66
2,3,2024-02-23,20
2,3,2024-02-24,36
2,3,2024-02-25,42
2,3,2024-02-26,61
2,3,2024-02-27,45
2,3,2024-02-28,72
2,3,2024-02-29,52
2,3,2024-03-01,53
2,3,2024-03-02,61
2,3,2024-03-03,71
2,3,2024-03-04,46
2,3,2024-03-05,36
2,3,2024-03-06,76
2,3,2024-03-07,67
2,3,2024-03-08,48
2,3,2024-03-09,29
2,3,2024-03-10,58
2,3,2024-03-11,67
2,3,2024-03-12,69
2,3,2024-03-13,36
2,3,2024-03-14,48
2,3,2024-03-15,28
2,3,2024-03-16,69
2,3,2024-03-17,35
2,3,2024-03-18,52
2,3,2024-03-19,64
2,3,2024-03-20,71
2,3,2024-03-21,27
2,3,2024-03-22,55
2,3,2024-03-23,71
2,3,2024-03-24,69
2,3,2024-03-25,36
2,3,2024-03-26,56
2,3,2024-03-27,50
2,3,2024-03-28,72
2,3,2024-03-29,38
2,3,2024-03-30,50
2,3,2024-03-31,9
2,3,2024-04-01,74
2,4,2024-01-01,46
2,4,2024-01-02,73
2,4,2024-01-03,51
2,4,2024-01-04,33
2,4,2024-01-05,47
2,4,2024-01-06,45
2,4,2024-01-07,73
2,4,2024-01-08,39
2,4,2024-01-09,53
2,4,2024-01-10,40
2,4,2024-01-11,35
2,4,2024-01-12,29
2,4,2024-01-13,21
2,4,2024-01-14,75
2,4,2024-01-15,62
2,4,2024-01-16,71
2,4,2024-01-17,47
2,4,2024-01-18,47
2,4,2024-01-19,43
2,4,2024-01-20,50
2,4,2024-01-21,50
2,4,2024-01-22,18
2,4,2024-01-23,78
2,4,2024-01-24,52
2,4,2024-01-25,76
2,4,2024-01-26,57
2,4,2024-01-27,38
2,4,2024-01-28,35
2,4,2024-01-29,29
2,4,2024-01-30,69
2,4,2024-01-31,75
2,4,2024-02-01,60
2,4,2024-02-02,46
2,4,2024-02-03,68
2,4,2024-02-04,71
2,4,2024-02-05,57
2,4,2024-02-06,55
2,4,2024-02-07,33
2,4,2024-02-08,59
2,4,2024-02-09,72
2,4,2024-02-10,61
2,4,2024-02-11,35
2,4,2024-02-12,38
2,4,2024-02-13,34
2,4,2024-02-14,75
2,4,2024-02-15,64
2,4,2024-02-16,46
2,4,2024-02-17,58
2,4,2024-02-18,62
2,4,2024-02-19,39
2,4,2024-02-20,75
2,4,2024-02-21,54
2,4,2024-02-22,19
2,4,2024-02-23,40
2,4,2024-02-24,20
2,4,2024-02-25,67
2,4,2024-02-26,64
2,4,2024-02-27,69
2,4,2024-02-28,36
2,4,2024-02-29,40
2,4,2024-03-01,68
2,4,2024-03-02,22
2,4,2024-03-03,41
2,4,2024-03-04,64
2,4,2024-03-05,17
2,4,2024-03-06,57
2,4,2024-03-07,25
2,4,2024-03-08,49
2,4,2024-03-09,32
2,4,2024-03-10,38
2,4,2024-03-11,48
2,4,2024-03-12,24
2,4,2024-03-13,65
2,4,2024-03-14,66
2,4,2024-03-15,18
2,4,2024-03-16,20
2,4,2024-03-17,45
2,4,2024-03-18,28
2,4,2024-03-19,33
2,4,2024-03-20,28
2,4,2024-03-21,72
2,4,2024-03-22,67
2,4,2024-03-23,53
2,4,2024-03-24,64
2,4,2024-03-25,24
2,4,2024-03-26,52
2,4,2024-03-27,17
2,4,2024-03-28,55
2,4,2024-03-29,42
2,4,2024-03-30,40
2,4,2024-03-31,11
2,4,2024-04-01,78
2,5,2024-01-01,67
2,5,2024-01-02,51
2,5,2024-01-03,78
2,5,2024-01-04,29
2,5,2024-01-05,73
2,5,2024-01-06,57
2,5,2024-01-07,40
2,5,2024-01-08,37
2,5,2024-01-09,60
2,5,2024-01-10,70
2,5,2024-01-11,79
2,5,2024-01-12,42
2,5,2024-01-13,62
2,5,2024-01-14,59
2,5,2024-01-15,63
2,5,2024-01-16,16
2,5,2024-01-17,34
2,5,2024-01-18,52
2,5,2024-01-19,78
2,5,2024-01-20,21
2,5,2024-01-21,24
2,5,2024-01-22,45
2,5,2024-01-23,28
2,5,2024-01-24,40
2,5,2024-01-25,54
2,5,2024-01-26,41
2,5,2024-01-27,25
2,5,2024-01-28,40
2,5,2024-01-29,21
2,5,2024-01-30,62
2,5,2024-01-31,27
2,5,2024-02-01,64
2,5,2024-02-02,64
2,5,2024-02-03,59
2,5,2024-02-04,18
2,5,2024-02-05,39
2,5,2024-02-06,39
2,5,2024-02-07,21
2,5,2024-02-08,59
2,5,2024-02-09,30
2,5,2024-02-10,54
2,5,2024-02-11,26
2,5,2024-02-12,37
2,5,2024-02-13,31
2,5,2024-02-14,39
2,5,2024-02-15,33
2,5,2024-02-16,73
2,5,2024-02-17,23
2,5,2024-02-18,25
2,5,2024-02-19,73
2,5,2024-02-20,45
2,5,2024-02-21,58
2,5,2024-02-22,34
2,5,2024-02-23,65
2,5,2024-02-24,61
2,5,2024-02-25,62
2,5,2024-02-26,63
2,5,2024-02-27,59
2,5,2024-02-28,27
2,5,2024-02-29,68
2,5,2024-03-01,29
2,5,2024-03-02,67
2,5,2024-03-03,48
2,5,2024-03-04,54
2,5,2024-03-05,73
2,5,2024-03-06,72
2,5,2024-03-07,62
2,5,2024-03-08,30
2,5,2024-03-09,29
2,5,2024-03-10,19
2,5,2024-03-11,70
2,5,2024-03-12,65
2,5,2024-03-13,64
2,5,2024-03-14,73
2,5,2024-03-15,25
2,5,2024-03-16,23
2,5,2024-03-17,27
2,5,2024-03-18,30
2,5,2024-03-19,54
2,5,2024-03-20,39
2,5,2024-03-21,54
2,5,2024-03-22,17
2,5,2024-03-23,32
2,5,2024-03-24,70
2,5,2024-03-25,24
2,5,2024-03-26,37
2,5,2024-03-27,35
2,5,2024-03-28,26
2,5,2024-03-29,67
2,5,2024-03-30,41
2,5,2024-03-31,57
2,5,2024-04-01,36
2,6,2024-01-01,29
2,6,2024-01-02,55
2,6,2024-01-03,47
2,6,2024-01-04,73
2,6,2024-01-05,63
2,6,2024-01-06,43
2,6,2024-01-07,77
2,6,2024-01-08,31
2,6,2024-01-09,71
2,6,2024-01-10,62
2,6,2024-01-11,42
2,6,2024-01-12,27
2,6,2024-01-13,62
2,6,2024-01-14,21
2,6,2024-01-15,53
2,6,2024-01-16,42
2,6,2024-01-17,50
2,6,2024-01-18,34
2,6,2024-01-19,52
2,6,2024-01-20,32
2,6,2024-01-21,54
2,6,2024-01-22,64
2,6,2024-01-23,63
2,6,2024-01-24,41
2,6,2024-01-25,41
2,6,2024-01-26,38
2,6,2024-01-27,41
2,6,2024-01-28,25
2,6,2024-01-29,35
2,6,2024-01-30,57
2,6,2024-01-31,68
2,6,2024-02-01,47
2,6,2024-02-02,22
2,6,2024-02-03,70
2,6,2024-02-04,56
2,6,2024-02-05,71
2,6,2024-02-06,77
2,6,2024-02-07,59
2,6,2024-02-08,23
2,6,2024-02-09,55
2,6,2024-02-10,33
2,6,2024-02-11,39
2,6,2024-02-12,24
2,6,2024-02-13,25
2,6,2024-02-14,50
2,6,2024-02-15,61
2,6,2024-02-16,76
2,6,2024-02-17,75
2,6,2024-02-18,35
2,6,2024-02-19,40
2,6,2024-02-20,70
2,6,2024-02-21,40
2,6,2024-02-22,38
2,6,2024-02-23,66
2,6,2024-02-24,60
2,6,2024-02-25,32
2,6,2024-02-26,58
2,6,2024-02-27,49
2,6,2024-02-28,62
2,6,2024-02-29,20
2,6,2024-03-01,74
2,6,2024-03-02,65
2,6,2024-03-03,44
2,6,2024-03-04,26
2,6,2024-03-05,48
2,6,2024-03-06,26
2,6,2024-03-07,47
2,6,2024-03-08,67
2,6,2024-03-09,24
2,6,2024-03-10,37
2,6,2024-03-11,47
2,6,2024-03-12,26
2,6,2024-03-13,34
2,6,2024-03-14,46
2,6,2024-03-15,32
2,6,2024-03-16,41
2,6,2024-03-17,22
2,6,2024-03-18,67
2,6,2024-03-19,22
2,6,2024-03-20,72
2,6,2024-03-21,20
2,6,2024-03-22,56
2,6,2024-03-23,36
2,6,2024-03-24,64
2,6,2024-03-25,46
2,6,2024-03-26,32
2,6,2024-03-27,42
2,6,2024-03-28,59
2,6,2024-03-29,60
2,6,2024-03-30,57
2,6,2024-03-31,59
2,6,2024-04-01,67
2,7,2024-01-01,30
2,7,2024-01-02,68
2,7,2024-01-03,47
2,7,2024-01-04,36
2,7,2024-01-05,76
2,7,2024-01-06,26
2,7,2024-01-07,31
2,7,2024-01-08,68
2,7,2024-01-09,46
2,7,2024-01-10,21
2,7,2024-01-11,52
2,7,2024-01-12,36
2,7,2024-01-13,52
2,7,2024-01-14,27
2,7,2024-01-15,52
2,7,2024-01-16,70
2,7,2024-01-17,61
2,7,2024-01-18,48
2,7,2024-01-19,44
2,7,2024-01-20,29
2,7,2024-01-21,20
2,7,2024-01-22,56
2,7,2024-01-23,59
2,7,2024-01-24,79
2,7,2024-01-25,23
2,7,2024-01-26,47
2,7,2024-01-27,56
2,7,2024-01-28,31
2,7,2024-01-29,25
2,7,2024-01-30,56
2,7,2024-01-31,73
2,7,2024-02-01,46
2,7,2024-02-02,34
2,7,2024-02-03,21
2,7,2024-02-04,67
2,7,2024-02-05,73
2,7,2024-02-06,35
2,7,2024-02-07,78
2,7,2024-02-08,56
2,7,2024-02-09,57
2,7,2024-02-10,41
2,7,2024-02-11,79
2,7,2024-02-12,20
2,7,2024-02-13,47
2,7,2024-02-14,65
2,7,2024-02-15,49
2,7,2024-02-16,77
2,7,2024-02-17,21
2,7,2024-02-18,36
2,7,2024-02-19,38
2,7,2024-02-20,20
2,7,2024-02-21,61
2,7,2024-02-22,40
2,7,2024-02-23,62
2,7,2024-02-24,54
2,7,2024-02-25,72
2,7,2024-02-26,53
2,7,2024-02-27,49
2,7,2024-02-28,27
2,7,2024-02-29,77
2,7,2024-03-01,67
2,7,2024-03-02,27
2,7,2024-03-03,75
2,7,2024-03-04,62
2,7,2024-03-05,62
2,7,2024-03-06,64
2,7,2024-03-07,41
2,7,2024-03-08,44
2,7,2024-03-09,32
2,7,2024-03-10,58
2,7,2024-03-11,68
2,7,2024-03-12,21
2,7,2024-03-13,79
2,7,2024-03-14,27
2,7,2024-03-15,75
2,7,2024-03-16,62
2,7,2024-03-17,27
2,7,2024-03-18,33
2,7,2024-03-19,68
2,7,2024-03-20,29
2,7,2024-03-21,64
2,7,2024-03-22,61
2,7,2024-03-23,47
2,7,2024-03-24,63
2,7,2024-03-25,50
2,7,2024-03-26,44
2,7,2024-03-27,19
2,7,2024-03-28,32
2,7,2024-03-29,42
2,7,2024-03-30,31
2,7,2024-03-31,57
2,7,2024-04-01,79
2,8,2024-01-01,25
2,8,2024-01-02,62
2,8,2024-01-03,38
2,8,2024-01-04,60
2,8,2024-01-05,29
2,8,2024-01-06,23
2,8,2024-01-07,29
2,8,2024-01-08,43
2,8,2024-01-09,57
2,8,2024-01-10,72
2,8,2024-01-11,35
2,8,2024-01-12,45
2,8,2024-01-13,39
2,8,2024-01-14,43
2,8,2024-01-15,22
2,8,2024-01-16,73
2,8,2024-01-17,63
2,8,2024-01-18,29
2,8,2024-01-19,55
2,8,2024-01-20,31
2,8,2024-01-21,70
2,8,2024-01-22,65
2,8,2024-01-23,35
2,8,2024-01-24,26
2,8,2024-01-25,34
2,8,2024-01-26,35
2,8,2024-01-27,28
2,8,2024-01-28,49
2,8,2024-01-29,43
2,8,2024-01-30,69
2,8,2024-01-31,42
2,8,2024-02-01,47
2,8,2024-02-02,42
2,8,2024-02-03,47
2,8,2024-02-04,31
2,8,2024-02-05,58
2,8,2024-02-06,58
2,8,2024-02-07,24
2,8,2024-02-08,26
2,8,2024-02-09,64
2,8,2024-02-10,40
2,8,2024-02-11,37
2,8,2024-02-12,54
2,8,2024-02-13,21
2,8,2024-02-14,67
2,8,2024-02-15,38
2,8,2024-02-16,57
2,8,2024-02-17,33
2,8,2024-02-18,29
2,8,2024-02-19,76
2,8,2024-02-20,25
2,8,2024-02-21,52
2,8,2024-02-22,72
2,8,2024-02-23,62
2,8,2024-02-24,30
2,8,2024-02-25,61
2,8,2024-02-26,38
2,8,2024-02-27,32
2,8,2024-02-28,46
2,8,2024-02-29,74
2,8,2024-03-01,57
2,8,2024-03-02,40
2,8,2024-03-03,32
2,8,2024-03-04,77
2,8,2024-03-05,67
2,8,2024-03-06,20
2,8,2024-03-07,74
2,8,2024-03-08,18
2,8,2024-03-09,61
2,8,2024-03-10,58
2,8,2024-03-11,71
2,8,2024-03-12,27
2,8,2024-03-13,62
2,8,2024-03-14,52
2,8,2024-03-15,48
2,8,2024-03-16,46
2,8,2024-03-17,25
2,8,2024-03-18,54
2,8,2024-03-19,56
2,8,2024-03-20,23
2,8,2024-03-21,31
2,8,2024-03-22,17
2,8,2024-03-23,39
2,8,2024-03-24,25
2,8,2024-03-25,57
2,8,2024-03-26,50
2,8,2024-03-27,24
2,8,2024-03-28,71
2,8,2024-03-29,54
2,8,2024-03-30,74
2,8,2024-03-31,28
2,8,2024-04-01,58
2,9,2024-01-01,28
2,9,2024-01-02,44
2,9,2024-01-03,77
2,9,2024-01-04,70
2,9,2024-01-05,40
2,9,2024-01-06,71
2,9,2024-01-07,24
2,9,2024-01-08,78
2,9,2024-01-09,47
2,9,2024-01-10,31
2,9,2024-01-11,73
2,9,2024-01-12,30
2,9,2024-01-13,52
2,9,2024-01-14,27
2,9,2024-01-15,73
2,9,2024-01-16,46
2,9,2024-01-17,29
2,9,2024-01-18,62
2,9,2024-01-19,59
2,9,2024-01-20,25
2,9,2024-01-21,67
2,9,2024-01-22,21
2,9,2024-01-23,65
2,9,2024-01-24,50
2,9,2024-01-25,50
2,9,2024-01-26,34
2,9,2024-01-27,71
2,9,2024-01-28,58
2,9,2024-01-29,29
2,9,2024-01-30,29
2,9,2024-01-31,26
2,9,2024-02-01,56
2,9,2024-02-02,54
2,9,2024-02-03,35
2,9,2024-02-04,44
2,9,2024-02-05,56
2,9,2024-02-06,77
2,9,2024-02-07,23
2,9,2024-02-08,68
2,9,2024-02-09,40
2,9,2024-02-10,48
2,9,2024-02-11,32
2,9,2024-02-12,63
2,9,2024-02-13,49
2,9,2024-02-14,47
2,9,2024-02-15,68
2,9,2024-02-16,47
2,9,2024-02-17,26
2,9,2024-02-18,67
2,9,2024-02-19,17
2,9,2024-02-20,41
2,9,2024-02-21,26
2,9,2024-02-22,56
2,9,2024-02-23,46
2,9,2024-02-24,61
2,9,2024-02-25,48
2,9,2024-02-26,47
2,9,2024-02-27,19
2,9,2024-02-28,47
2,9,2024-02-29,61
2,9,2024-03-01,32
2,9,2024-03-02,39
2,9,2024-03-03,73
2,9,2024-03-04,57
2,9,2024-03-05,65
2,9,2024-03-06,57
2,9,2024-03-07,69
2,9,2024-03-08,65
2,9,2024-03-09,21
2,9,2024-03-10,40
2,9,2024-03-11,74
2,9,2024-03-12,28
2,9,2024-03-13,18
2,9,2024-03-14,32
2,9,2024-03-15,35
2,9,2024-03-16,36
2,9,2024-03-17,22
2,9,2024-03-18,15
2,9,2024-03-19,66
2,9,2024-03-20,25
2,9,2024-03-21,14
2,9,2024-03-22,20
2,9,2024-03-23,62
2,9,2024-03-24,55
2,9,2024-03-25,38
2,9,2024-03-26,61
2,9,2024-03-27,67
2,9,2024-03-28,45
2,9,2024-03-29,25
2,9,2024-03-30,51
2,9,2024-03-31,36
2,9,2024-04-01,55
2,10,2024-01-01,59
2,10,2024-01-02,22
2,10,2024-01-03,76
2,10,2024-01-04,33
2,10,2024-01-05,67
2,10,2024-01-06,80
2,10,2024-01-07,39
2,10,2024-01-08,60
2,10,2024-01-09,41
2,10,2024-01-10,75
2,10,2024-01-11,23
2,10,2024-01-12,30
2,10,2024-01-13,58
2,10,2024-01-14,39
2,10,2024-01-15,52
2,10,2024-01-16,44
2,10,2024-01-17,48
2,10,2024-01-18,66
2,10,2024-01-19,45
2,10,2024-01-20,22
2,10,2024-01-21,35
2,10,2024-01-22,60
2,10,2024-01-23,69
2,10,2024-01-24,22
2,10,2024-01-25,36
2,10,2024-01-26,20
2,10,2024-01-27,55
2,10,2024-01-28,67
2,10,2024-01-29,66
2,10,2024-01-30,69
2,10,2024-01-31,32
2,10,2024-02-01,37
2,10,2024-02-02,46
2,10,2024-02-03,63
2,10,2024-02-04,62
2,10,2024-02-05,48
2,10,2024-02-06,61
2,10,2024-02-07,41
2,10,2024-02-08,37
2,10,2024-02-09,58
2,10,2024-02-10,24
2,10,2024-02-11,54
2,10,2024-02-12,64
2,10,2024-02-13,66
2,10,2024-02-14,29
2,10,2024-02-15,32
2,10,2024-02-16,70
2,10,2024-02-17,46
2,10,2024-02-18,51
2,10,2024-02-19,49
2,10,2024-02-20,25
2,10,2024-02-21,17
2,10,2024-02-22,21
2,10,2024-02-23,74
2,10,2024-02-24,32
2,10,2024-02-25,73
2,10,2024-02-26,53
2,10,2024-02-27,58
2,10,2024-02-28,23
2,10,2024-02-29,48
2,10,2024-03-01,31
2,10,2024-03-02,22
2,10,2024-03-03,19
2,10,2024-03-04,74
2,10,2024-03-05,64
2,10,2024-03-06,37
2,10,2024-03-07,24
2,10,2024-03-08,31
2,10,2024-03-09,32
2,10,2024-03-10,33
2,10,2024-03-11,44
2,10,2024-03-12,16
2,10,2024-03-13,25
2,10,2024-03-14,52
2,10,2024-03-15,31
2,10,2024-03-16,27
2,10,2024-03-17,25
2,10,2024-03-18,13
2,10,2024-03-19,21
2,10,2024-03-20,30
2,10,2024-03-21,50
2,10,2024-03-22,55
2,10,2024-03-23,46
2,10,2024-03-24,22
2,10,2024-03-25,37
2,10,2024-03-26,63
2,10,2024-03-27,32
2,10,2024-03-28,21
2,10,2024-03-29,12
2,10,2024-03-30,65
2,10,2024-03-31,37
2,10,2024-04-01,67
3,1,2024-01-01,32
3,1,2024-01-02,63
3,1,2024-01-03,66
3,1,2024-01-04,24
3,1,2024-01-05,75
3,1,2024-01-06,68
3,1,2024-01-07,63
3,1,2024-01-08,44
3,1,2024-01-09,51
3,1,2024-01-10,27
3,1,2024-01-11,66
3,1,2024-01-12,69
3,1,2024-01-13,60
3,1,2024-01-14,45
3,1,2024-01-15,34
3,1,2024-01-16,45
3,1,2024-01-17,71
3,1,2024-01-18,19
3,1,2024-01-19,35
3,1,2024-01-20,52
3,1,2024-01-21,55
3,1,2024-01-22,61
3,1,2024-01-23,62
3,1,2024-01-24,62
3,1,2024-01-25,25
3,1,2024-01-26,60
3,1,2024-01-27,78
3,1,2024-01-28,63
3,1,2024-01-29,50
3,1,2024-01-30,34
3,1,2024-01-31,67
3,1,2024-02-01,43
3,1,2024-02-02,57
3,1,2024-02-03,20
3,1,2024-02-04,49
3,1,2024-02-05,65
3,1,2024-02-06,52
3,1,2024-02-07,57
3,1,2024-02-08,65
3,1,2024-02-09,38
3,1,2024-02-10,61
3,1,2024-02-11,51
3,1,2024-02-12,47
3,1,2024-02-13,47
3,1,2024-02-14,29
3,1,2024-02-15,19
3,1,2024-02-16,21
3,1,2024-02-17,18
3,1,2024-02-18,39
3,1,2024-02-19,25
3,1,2024-02-20,23
3,1,2024-02-21,34
3,1,2024-02-22,60
3,1,2024-02-23,63
3,1,2024-02-24,21
3,1,2024-02-25,62
3,1,2024-02-26,23
3,1,2024-02-27,46
3,1,2024-02-28,76
3,1,2024-02-29,14
3,1,2024-03-01,45
3,1,2024-03-02,24
3,1,2024-03-03,45
3,1,2024-03-04,31
3,1,2024-03-05,33
3,1,2024-03-06,50
3,1,2024-03-07,41
3,1,2024-03-08,74
3,1,2024-03-09,69
3,1,2024-03-10,14
3,1,2024-03-11,67
3,1,2024-03-12,60
3,1,2024-03-13,55
3,1,2024-03-14,50
3,1,2024-03-15,67
3,1,2024-03-16,55
3,1,2024-03-17,39
3,1,2024-03-18,20
3,1,2024-03-19,27
3,1,2024-03-20,29
3,1,2024-03-21,43
3,1,2024-03-22,11
3,1,2024-03-23,49
3,1,2024-03-24,31
3,1,2024-03-25,15
3,1,2024-03-26,61
3,1,2024-03-27,21
3,1,2024-03-28,74
3,1,2024-03-29,52
3,1,2024-03-30,45
3,1,2024-03-31,51
3,1,2024-04-01,25
3,2,2024-01-01,59
3,2,2024-01-02,36
3,2,2024-01-03,70
3,2,2024-01-04,61
3,2,2024-01-05,39
3,2,2024-01-06,43
3,2,2024-01-07,36
3,2,2024-01-08,79
3,2,2024-01-09,43
3,2,2024-01-10,46
3,2,2024-01-11,58
3,2,2024-01-12,50
3,2,2024-01-13,29
3,2,2024-01-14,59
3,2,2024-01-15,45
3,2,2024-01-16,39
3,2,2024-01-17,37
3,2,2024-01-18,44
3,2,2024-01-19,71
3,2,2024-01-20,27
3,2,2024-01-21,57
3,2,2024-01-22,31
3,2,2024-01-23,49
3,2,2024-01-24,44
3,2,2024-01-25,51
3,2,2024-01-26,24
3,2,2024-01-27,34
3,2,2024-01-28,47
3,2,2024-01-29,45
3,2,2024-01-30,66
3,2,2024-01-31,62
3,2,2024-02-01,69
3,2,2024-02-02,27
3,2,2024-02-03,63
3,2,2024-02-04,67
3,2,2024-02-05,63
3,2,2024-02-06,52
3,2,2024-02-07,47
3,2,2024-02-08,46
3,2,2024-02-09,68
3,2,2024-02-10,27
3,2,2024-02-11,72
3,2,2024-02-12,46
3,2,2024-02-13,33
3,2,2024-02-14,57
3,2,2024-02-15,38
3,2,2024-02-16,44
3,2,2024-02-17,20
3,2,2024-02-18,27
3,2,2024-02-19,66
3,2,2024-02-20,45
3,2,2024-02-21,67
3,2,2024-02-22,70
3,2,2024-02-23,42
3,2,2024-02-24,76
3,2,2024-02-25,67
3,2,2024-02-26,44
3,2,2024-02-27,49
3,2,2024-02-28,33
3,2,2024-02-29,74
3,2,2024-03-01,20
3,2,2024-03-02,40
3,2,2024-03-03,42
3,2,2024-03-04,48
3,2,2024-03-05,32
3,2,2024-03-06,43
3,2,2024-03-07,24
3,2,2024-03-08,30
3,2,2024-03-09,52
3,2,2024-03-10,71
3,2,2024-03-11,71
3,2,2024-03-12,49
3,2,2024-03-13,46
3,2,2024-03-14,64
3,2,2024-03-15,36
3,2,2024-03-16,67
3,2,2024-03-17,14
3,2,2024-03-18,25
3,2,2024-03-19,63
3,2,2024-03-20,23
3,2,2024-03-21,27
3,2,2024-03-22,58
3,2,2024-03-23,53
3,2,2024-03-24,69
3,2,2024-03-25,56
3,2,2024-03-26,62
3,2,2024-03-27,34
3,2,2024-03-28,53
3,2,2024-03-29,38
3,2,2024-03-30,9
3,2,2024-03-31,29
3,2,2024-04-01,39
3,3,2024-01-01,70
3,3,2024-01-02,45
3,3,2024-01-03,76
3,3,2024-01-04,44
3,3,2024-01-05,30
3,3,2024-01-06,51
3,3,2024-01-07,47
3,3,2024-01-08,33
3,3,2024-01-09,65
3,3,2024-01-10,33
3,3,2024-01-11,20
3,3,2024-01-12,38
3,3,2024-01-13,80
3,3,2024-01-14,61
3,3,2024-01-15,27
3,3,2024-01-16,24
3,3,2024-01-17,69
3,3,2024-01-18,47
3,3,2024-01-19,46
3,3,2024-01-20,69
3,3,2024-01-21,24
3,3,2024-01-22,63
3,3,2024-01-23,39
3,3,2024-01-24,31
3,3,2024-01-25,60
3,3,2024-01-26,62
3,3,2024-01-27,25
3,3,2024-01-28,41
3,3,2024-01-29,28
3,3,2024-01-30,38
3,3,2024-01-31,52
3,3,2024-02-01,34
3,3,2024-02-02,25
3,3,2024-02-03,56
3,3,2024-02-04,44
3,3,2024-02-05,54
3,3,2024-02-06,67
3,3,2024-02-07,44
3,3,2024-02-08,32
3,3,2024-02-09,76
3,3,2024-02-10,74
3,3,2024-02-11,43
3,3,2024-02-12,35
3,3,2024-02-13,48
3,3,2024-02-14,21
3,3,2024-02-15,70
3,3,2024-02-16,35
3,3,2024-02-17,41
3,3,2024-02-18,39
3,3,2024-02-19,41
3,3,2024-02-20,54
3,3,2024-02-21,53
3,3,2024-02-22,44
3,3,2024-02-23,53
3,3,2024-02-24,47
3,3,2024-02-25,72
3,3,2024-02-26,50
3,3,2024-02-27,74
3,3,2024-02-28,19
3,3,2024-02-29,31
3,3,2024-03-01,44
3,3,2024-03-02,52
3,3,2024-03-03,55
3,3,2024-03-04,60
3,3,2024-03-05,31
3,3,2024-03-06,15
3,3,2024-03-07,17
3,3,2024-03-08,32
3,3,2024-03-09,48
3,3,2024-03-10,31
3,3,2024-03-11,46
3,3,2024-03-12,59
3,3,2024-03-13,52
3,3,2024-03-14,75
3,3,2024-03-15,54
3,3,2024-03-16,29
3,3,2024-03-17,38
3,3,2024-03-18,62
3,3,2024-03-19,25
3,3,2024-03-20,56
3,3,2024-03-21,66
3,3,2024-03-22,17
3,3,2024-03-23,58
3,3,2024-03-24,33
3,3,2024-03-25,44
3,3,2024-03-26,22
3,3,2024-03-27,59
3,3,2024-03-28,71
3,3,2024-03-29,17
3,3,2024-03-30,59
3,3,2024-03-31,56
3,3,2024-04-01,80
3,4,2024-01-01,58
3,4,2024-01-02,27
3,4,2024-01-03,62
3,4,2024-01-04,61
3,4,2024-01-05,30
3,4,2024-01-06,50
3,4,2024-01-07,79
3,4,2024-01-08,23
3,4,2024-01-09,43
3,4,2024-01-10,41
3,4,2024-01-11,58
3,4,2024-01-12,34
3,4,2024-01-13,37
3,4,2024-01-14,24
3,4,2024-01-15,21
3,4,2024-01-16,78
3,4,2024-01-17,33
3,4,2024-01-18,23
3,4,2024-01-19,44
3,4,2024-01-20,66
3,4,2024-01-21,78
3,4,2024-01-22,57
3,4,2024-01-23,29
3,4,2024-01-24,57
3,4,2024-01-25,26
3,4,2024-01-26,25
3,4,2024-01-27,53
3,4,2024-01-28,46
3,4,2024-01-29,29
3,4,2024-01-30,27
